Order,Taxa,,Degree,Size,SizeType,Mass,lnMass,Code,Bluthgen,,Rank1,Rank2,Spearman,RankDegree,RanklnMass,Spearman,Pearson,
Hymenoptera,Apis.mellifera,Apis.mellifera.ppc,22,3.3,ITD,10.58201058,2.359155444,ppc,0.673310635,,,,,2,77,0.153804777,,
Hymenoptera,Megachile.texana,Megachile.texana.ppc,2,3.340833333,ITD,10.7129496,2.371453253,ppc,0.541358271,,,,,86,76,0.153804777,,
Hymenoptera,Megachile.pugnata,Megachile.pugnata.ppc,5,3.53125,ITD,11.32355299,2.426884892,ppc,0.59378455,,,,,41,72,0.153804777,,
Hymenoptera,Bombus.fervidus,Bombus.fervidus.ppc,6,3.627,ITD,11.63059163,2.453638836,ppc,0.667521391,,,,,31,68,0.153804777,,
Hymenoptera,Anthophora.bomboides,Anthophora.bomboides.ppc,1,3.7,ITD,11.86467853,2.473565796,ppc,0.549656121,,,,,114,65,0.153804777,,
Hymenoptera,Anthophora.neomexicana,Anthophora.neomexicana.ppc,1,3.7,ITD,11.86467853,2.473565796,ppc,0.576069182,,,,,114,65,0.153804777,,
Hymenoptera,Epicharis.sp,Epicharis.sp.pqn,4,20,BL,43.3291446,3.768825494,pqn,0.283560365,,,,,57,6,0.153804777,,
Hymenoptera,Centris.sp,Centris.sp.pqn,2,20.5,BL,45.03076711,3.80734597,pqn,0.356348306,,,,,86,5,0.153804777,,
Hymenoptera,Xylocopa.sp,Xylocopa.sp.pqn,2,21.5,BL,48.50397368,3.881645726,pqn,0.334739984,,,,,86,4,0.153804777,,
Hymenoptera,Apis.mellifera,Apis.mellifera.pqn,4,3.3,ITD,10.58201058,2.359155444,pqn,0.272161667,,,,,57,77,0.153804777,,
Diptera,Volucella.bombylans,Volucella.bombylans.snk,1,14,BL,0.269714901,-1.3103898,snk,0.137105904,,,,,114,181,0.153804777,,
Hymenoptera,Andrena.pubescens,Andrena.pubescens.snk,1,1.4,BL,0.684121214,-0.379620164,snk,0.524308231,,,,,114,177,0.153804777,,
Hymenoptera,Lasioglossum.villosulum,Lasioglossum.villosulum.snk,1,1.33,ITD,4.264870932,1.450411918,snk,0.524308231,,,,,114,168,0.153804777,,
Hymenoptera,Lasioglossum.calceatum,Lasioglossum.calceatum.snk,1,1.82,ITD,5.836139169,1.764069477,snk,0.524308231,,,,,114,152,0.153804777,,
Hymenoptera,Apis.mellifera,Apis.mellifera.snk,1,3.3,ITD,10.58201058,2.359155444,snk,0.477134005,,,,,114,77,0.153804777,,
Hymenoptera,Bombus.pascuorum,Bombus.pascuorum.snk,7,4.32,ITD,13.85281385,2.628488378,snk,0.525081777,,,,,24,53,0.153804777,,
Hymenoptera,Anthophora.plumipes,Anthophora.plumipes.snk,1,4.33,ITD,13.88488055,2.630800518,snk,0.943004148,,,,,114,52,0.153804777,,
Hymenoptera,Bombus.pratorum,Bombus.pratorum.snk,3,4.61,ITD,14.78274812,2.693460833,snk,0.426598228,,,,,69,46,0.153804777,,
Hymenoptera,Bombus.lapidarius,Bombus.lapidarius.snk,10,4.97,ITD,15.93714927,2.768652816,snk,0.821078489,,,,,14,40,0.153804777,,
Hymenoptera,Bombus.hortorum,Bombus.hortorum.snk,1,5.77,ITD,18.50248517,2.917905057,snk,0.236608076,,,,,114,30,0.153804777,,
Hymenoptera,Bombus.terrestris,Bombus.terrestris.snk,3,6.15,ITD,19.72101972,2.981685058,snk,0.363472649,,,,,69,23,0.153804777,,
