61,182,1,9,2
67,182,1,9,2
66,198,1,9,2
67,112,1,10,2
67,115,1,10,2
16,142,1,10,2
66,144,1,10,2
37,147,1,10,2
46,147,1,10,2
16,148,1,10,2
16,148,1,10,2
67,148,1,10,2
90,148,1,10,2
110,179,1,10,2
16,182,1,10,2
35,182,1,10,2
35,182,1,10,2
62,182,1,10,2
67,182,1,10,2
88,182,1,10,2
88,182,1,10,2
36,187,1,10,2
88,191,1,10,2
108,192,1,10,2
40,147,1,11,2
41,147,1,11,2
53,182,1,11,2
91,118,1,12,2
51,147,1,12,2
94,147,1,12,2
3,160,1,12,2
55,116,1,12,2
100,116,1,12,2
101,116,1,12,2
101,121,1,12,2
91,124,1,12,2
100,143,1,12,2
100,143,1,12,2
100,143,1,12,2
100,143,1,12,2
100,143,1,12,2
90,144,1,12,2
91,145,1,12,2
91,145,1,12,2
37,147,1,12,2
55,182,1,12,2
55,182,1,12,2
63,182,1,12,2
88,182,1,12,2
88,182,1,12,2
57,116,1,12,2
55,121,1,12,2
56,121,1,12,2
30,124,1,12,2
4,144,1,12,2
75,144,1,12,2
37,147,1,12,2
6,149,1,12,2
95,149,1,12,2
82,152,1,12,2
6,154,1,12,2
6,154,1,12,2
36,155,1,12,2
66,155,1,12,2
6,182,1,12,2
16,182,1,12,2
17,182,1,12,2
17,182,1,12,2
30,182,1,12,2
60,182,1,12,2
63,182,1,12,2
88,182,1,12,2
102,182,1,12,2
6,183,1,12,2
6,183,1,12,2
63,183,1,12,2
37,182,1,13,2
61,182,1,13,2
88,182,1,13,2
57,197,1,13,2
101,116,1,13,2
104,116,1,13,2
11,119,1,13,2
100,119,1,13,2
100,119,1,13,2
102,119,1,13,2
91,134,1,13,2
90,155,1,13,2
108,170,1,13,2
11,176,1,13,2
62,182,1,13,2
101,121,1,13,2
102,178,1,13,2
28,116,1,14,2
91,117,1,14,2
30,121,1,14,2
30,121,1,14,2
53,121,1,14,2
78,121,1,14,2
102,121,1,14,2
91,124,1,14,2
104,130,1,14,2
73,148,1,14,2
73,148,1,14,2
73,175,1,14,2
93,175,1,14,2
6,176,1,14,2
73,176,1,14,2
101,121,1,14,2
87,144,1,14,2
16,147,1,14,2
99,153,1,14,2
99,153,1,14,2
99,153,1,14,2
6,142,1,15,2
100,116,1,15,2
5,118,1,15,2
104,122,1,15,2
90,144,1,15,2
17,164,1,15,2
87,116,1,15,2
90,116,1,15,2
95,119,1,15,2
53,122,1,15,2
67,137,1,15,2
16,144,1,15,2
36,147,1,15,2
66,148,1,15,2
79,153,1,15,2
15,154,1,15,2
37,161,1,15,2
38,165,1,15,2
69,165,1,15,2
16,178,1,15,2
100,196,1,15,2
53,116,1,15,2
108,119,1,15,2
28,121,1,15,2
17,142,1,15,2
56,144,1,15,2
66,144,1,15,2
87,144,1,15,2
35,147,1,15,2
101,164,1,15,2
16,165,1,15,2
73,175,1,15,2
102,175,1,15,2
102,175,1,15,2
102,175,1,15,2
73,176,1,15,2
73,178,1,15,2
103,121,1,15,2
47,162,1,15,2
91,162,1,15,2
4,156,1,16,2
60,182,1,16,2
63,182,1,16,2
53,116,1,16,2
78,117,1,16,2
56,124,1,16,2
11,144,1,16,2
16,144,1,16,2
37,144,1,16,2
40,144,1,16,2
40,144,1,16,2
87,144,1,16,2
102,144,1,16,2
48,154,1,16,2
96,154,1,16,2
96,154,1,16,2
96,154,1,16,2
96,154,1,16,2
96,154,1,16,2
6,175,1,16,2
6,175,1,16,2
6,175,1,16,2
6,175,1,16,2
6,175,1,16,2
6,175,1,16,2
14,175,1,16,2
68,175,1,16,2
73,175,1,16,2
73,175,1,16,2
92,175,1,16,2
92,175,1,16,2
92,175,1,16,2
92,175,1,16,2
92,175,1,16,2
92,175,1,16,2
92,175,1,16,2
93,175,1,16,2
93,175,1,16,2
93,175,1,16,2
96,175,1,16,2
96,175,1,16,2
96,175,1,16,2
96,175,1,16,2
96,175,1,16,2
96,175,1,16,2
96,175,1,16,2
102,175,1,16,2
68,176,1,16,2
73,176,1,16,2
16,178,1,16,2
55,116,1,17,2
87,116,1,17,2
35,148,1,17,2
36,148,1,17,2
36,148,1,17,2
40,148,1,17,2
51,148,1,17,2
100,148,1,17,2
87,155,1,17,2
90,155,1,17,2
2,160,1,17,2
2,160,1,17,2
91,160,1,17,2
91,175,1,17,2
91,175,1,17,2
6,178,1,17,2
73,178,1,17,2
96,178,1,17,2
102,178,1,17,2
102,178,1,17,2
84,195,1,17,2
6,205,1,17,2
6,205,1,17,2
36,205,1,17,2
37,205,1,17,2
37,205,1,17,2
37,205,1,17,2
91,205,1,17,2
99,117,1,18,2
91,121,1,18,2
104,124,1,18,2
67,160,1,18,2
39,161,1,18,2
91,203,1,18,2
6,160,1,18,2
61,113,1,19,2
101,116,1,19,2
16,119,1,19,2
16,119,1,19,2
96,119,1,19,2
100,119,1,19,2
16,120,1,19,2
17,120,1,19,2
90,120,1,19,2
96,121,1,19,2
90,132,1,19,2
102,132,1,19,2
34,134,1,19,2
91,134,1,19,2
91,134,1,19,2
91,134,1,19,2
67,142,1,19,2
82,142,1,19,2
108,142,1,19,2
80,144,1,19,2
91,145,1,19,2
6,147,1,19,2
16,147,1,19,2
40,147,1,19,2
40,147,1,19,2
52,147,1,19,2
54,147,1,19,2
71,147,1,19,2
71,147,1,19,2
87,147,1,19,2
90,147,1,19,2
90,147,1,19,2
6,148,1,19,2
6,148,1,19,2
40,148,1,19,2
66,148,1,19,2
91,148,1,19,2
102,148,1,19,2
16,153,1,19,2
17,153,1,19,2
51,153,1,19,2
57,153,1,19,2
57,153,1,19,2
82,153,1,19,2
82,153,1,19,2
83,153,1,19,2
108,153,1,19,2
110,153,1,19,2
67,155,1,19,2
2,160,1,19,2
84,160,1,19,2
91,162,1,19,2
91,162,1,19,2
36,164,1,19,2
52,164,1,19,2
57,164,1,19,2
101,164,1,19,2
42,165,1,19,2
57,168,1,19,2
57,168,1,19,2
57,168,1,19,2
6,175,1,19,2
6,175,1,19,2
6,175,1,19,2
6,175,1,19,2
93,175,1,19,2
96,175,1,19,2
102,175,1,19,2
102,175,1,19,2
102,176,1,19,2
63,178,1,19,2
96,178,1,19,2
96,178,1,19,2
96,178,1,19,2
96,178,1,19,2
96,178,1,19,2
96,178,1,19,2
102,178,1,19,2
6,179,1,19,2
91,187,1,19,2
91,190,1,19,2
60,199,1,19,2
64,205,1,19,2
16,120,1,19,2
61,114,1,20,2
33,115,1,20,2
90,116,1,20,2
16,119,1,20,2
35,119,1,20,2
37,119,1,20,2
102,119,1,20,2
102,119,1,20,2
102,119,1,20,2
102,119,1,20,2
6,120,1,20,2
6,120,1,20,2
6,120,1,20,2
6,120,1,20,2
16,120,1,20,2
16,120,1,20,2
18,120,1,20,2
56,121,1,20,2
56,121,1,20,2
21,143,1,20,2
5,147,1,20,2
36,147,1,20,2
43,147,1,20,2
6,148,1,20,2
37,148,1,20,2
40,148,1,20,2
67,148,1,20,2
73,148,1,20,2
73,148,1,20,2
73,148,1,20,2
73,148,1,20,2
73,148,1,20,2
73,148,1,20,2
73,148,1,20,2
73,148,1,20,2
90,148,1,20,2
91,148,1,20,2
91,148,1,20,2
91,148,1,20,2
91,148,1,20,2
91,148,1,20,2
91,148,1,20,2
91,148,1,20,2
91,148,1,20,2
91,148,1,20,2
91,148,1,20,2
91,148,1,20,2
91,148,1,20,2
91,148,1,20,2
91,148,1,20,2
91,148,1,20,2
91,148,1,20,2
91,148,1,20,2
91,148,1,20,2
91,148,1,20,2
6,149,1,20,2
22,149,1,20,2
22,153,1,20,2
67,153,1,20,2
100,153,1,20,2
110,153,1,20,2
96,154,1,20,2
91,155,1,20,2
100,155,1,20,2
100,155,1,20,2
38,160,1,20,2
17,162,1,20,2
52,164,1,20,2
57,164,1,20,2
36,165,1,20,2
52,168,1,20,2
57,168,1,20,2
57,168,1,20,2
57,168,1,20,2
22,169,1,20,2
2,172,1,20,2
37,172,1,20,2
96,178,1,20,2
96,178,1,20,2
96,178,1,20,2
96,178,1,20,2
96,178,1,20,2
96,178,1,20,2
102,178,1,20,2
17,190,1,20,2
14,203,1,20,2
16,178,1,21,2
52,164,1,21,2
52,164,1,21,2
52,113,1,21,2
74,115,1,21,2
6,119,1,21,2
9,119,1,21,2
56,119,1,21,2
93,119,1,21,2
99,119,1,21,2
102,119,1,21,2
102,119,1,21,2
107,119,1,21,2
17,120,1,21,2
54,121,1,21,2
68,134,1,21,2
91,137,1,21,2
102,148,1,21,2
102,148,1,21,2
102,148,1,21,2
87,155,1,21,2
100,155,1,21,2
101,155,1,21,2
56,165,1,21,2
52,166,1,21,2
52,166,1,21,2
57,168,1,21,2
58,168,1,21,2
88,169,1,21,2
57,175,1,21,2
96,175,1,21,2
56,178,1,21,2
96,178,1,21,2
96,178,1,21,2
96,178,1,21,2
96,178,1,21,2
96,178,1,21,2
96,178,1,21,2
96,178,1,21,2
96,178,1,21,2
96,178,1,21,2
96,178,1,21,2
96,178,1,21,2
96,178,1,21,2
96,178,1,21,2
96,178,1,21,2
96,178,1,21,2
96,178,1,21,2
96,178,1,21,2
96,178,1,21,2
87,196,1,21,2
108,153,1,22,2
6,120,1,22,2
16,120,1,22,2
16,120,1,22,2
17,120,1,22,2
60,120,1,22,2
63,120,1,22,2
54,121,1,22,2
102,148,1,22,2
57,164,1,22,2
57,164,1,22,2
22,168,1,22,2
52,168,1,22,2
52,168,1,22,2
57,168,1,22,2
57,168,1,22,2
22,169,1,22,2
28,117,1,22,2
91,121,1,23,2
6,148,1,23,2
6,148,1,23,2
6,148,1,23,2
6,148,1,23,2
6,148,1,23,2
84,148,1,23,2
91,148,1,23,2
91,148,1,23,2
6,166,1,23,2
17,166,1,23,2
18,166,1,23,2
71,166,1,23,2
71,166,1,23,2
52,168,1,23,2
6,148,1,23,2
6,148,1,23,2
83,148,1,23,2
16,120,1,23,2
90,148,1,23,2
16,166,1,23,2
22,166,1,23,2
52,166,1,23,2
60,166,1,23,2
60,168,1,23,2
16,196,1,23,2
87,196,1,23,2
94,196,1,23,2
6,132,1,24,1
6,132,1,24,1
22,132,1,24,1
32,148,1,24,1
90,155,1,24,1
72,164,1,24,1
57,166,1,24,1
57,168,1,24,1
71,168,1,24,1
84,168,1,24,1
91,205,1,24,1
102,205,1,24,1
91,147,1,25,1
41,138,1,25,1
17,138,1,25,1
91,164,1,26,1
91,164,1,26,1
9,166,1,26,1
13,166,1,26,1
76,166,1,26,1
91,185,1,26,1
101,185,1,26,1
30,118,1,26,1
49,147,1,27,1
49,147,1,27,1
65,147,1,27,1
109,178,1,27,1
91,185,1,27,1
28,117,1,28,1
16,159,1,28,1
22,169,1,28,1
22,169,1,28,1
90,185,1,28,1
91,185,1,28,1
17,159,1,28,1
16,159,1,29,1
90,159,1,29,1
6,165,1,29,1
91,185,1,29,1
91,185,1,29,1
91,185,1,29,1
106,201,1,30,1
90,117,1,30,1
90,139,1,30,1
70,159,1,30,1
37,161,1,30,1
84,168,1,30,1
91,185,1,30,1
102,129,1,31,1
102,129,1,31,1
102,129,1,31,1
90,185,1,31,1
91,185,1,31,1
91,185,1,31,1
91,185,1,31,1
17,196,1,31,1
97,128,1,32,1
97,128,1,32,1
57,197,1,32,1
6,128,1,32,1
24,138,1,32,1
85,138,1,32,1
96,138,1,32,1
109,138,1,32,1
29,149,1,32,1
109,159,1,32,1
99,161,1,32,1
99,161,1,32,1
99,180,1,32,1
91,185,1,32,1
91,186,1,32,1
16,194,1,32,1
17,194,1,32,1
1,128,1,33,1
27,123,1,33,1
16,136,1,33,1
17,136,1,33,1
22,136,1,33,1
16,138,1,33,1
17,138,1,33,1
22,138,1,33,1
22,138,1,33,1
54,138,1,33,1
71,138,1,33,1
71,138,1,33,1
16,159,1,33,1
36,161,1,33,1
99,161,1,33,1
36,163,1,33,1
21,165,1,33,1
34,173,1,33,1
6,175,1,33,1
6,175,1,33,1
6,175,1,33,1
6,175,1,33,1
6,175,1,33,1
6,175,1,33,1
6,175,1,33,1
44,175,1,33,1
99,180,1,33,1
65,194,1,33,1
16,136,1,34,1
17,136,1,34,1
91,136,1,34,1
91,136,1,34,1
91,136,1,34,1
91,136,1,34,1
91,136,1,34,1
91,136,1,34,1
91,136,1,34,1
16,158,1,34,1
82,159,1,34,1
17,161,1,34,1
17,165,1,34,1
111,165,1,34,1
6,176,1,34,1
21,195,1,34,1
104,117,1,35,1
47,136,1,35,1
91,136,1,35,1
91,136,1,35,1
91,136,1,35,1
91,136,1,35,1
91,136,1,35,1
91,136,1,35,1
17,138,1,35,1
77,161,1,35,1
6,177,1,35,1
6,177,1,35,1
6,177,1,35,1
12,177,1,35,1
91,185,1,35,1
17,194,1,35,1
86,138,1,35,1
86,138,1,35,1
45,138,1,36,1
16,136,1,36,1
16,159,1,36,1
53,161,1,36,1
91,185,1,36,1
17,194,1,36,1
17,195,1,36,1
16,123,1,37,1
91,136,1,37,1
17,138,1,37,1
16,149,1,37,1
16,159,1,37,1
16,159,1,37,1
16,159,1,37,1
17,159,1,37,1
17,159,1,37,1
30,159,1,37,1
16,195,1,37,1
73,195,1,37,1
91,127,1,38,1
91,135,1,38,1
91,135,1,38,1
91,135,1,38,1
91,135,1,38,1
91,135,1,38,1
91,135,1,38,1
102,135,1,38,1
102,135,1,38,1
102,135,1,38,1
102,135,1,38,1
102,135,1,38,1
102,135,1,38,1
102,135,1,38,1
102,135,1,38,1
102,135,1,38,1
102,135,1,38,1
17,136,1,38,1
6,143,1,38,1
6,143,1,38,1
16,143,1,38,1
16,143,1,38,1
16,159,1,38,1
16,159,1,38,1
16,159,1,38,1
16,159,1,38,1
16,159,1,38,1
17,159,1,38,1
17,159,1,38,1
17,165,1,38,1
99,180,1,38,1
16,136,1,39,1
16,136,1,39,1
91,136,1,39,1
91,136,1,39,1
91,136,1,39,1
6,143,1,39,1
6,146,1,39,1
16,159,1,39,1
16,159,1,39,1
16,159,1,39,1
16,159,1,39,1
18,159,1,39,1
25,117,1,40,1
89,117,1,40,1
89,117,1,40,1
104,117,1,40,1
16,136,1,40,1
16,136,1,40,1
16,136,1,40,1
16,136,1,40,1
102,136,1,40,1
102,136,1,40,1
102,136,1,40,1
102,136,1,40,1
102,136,1,40,1
102,136,1,40,1
102,136,1,40,1
102,136,1,40,1
102,136,1,40,1
102,136,1,40,1
102,136,1,40,1
102,136,1,40,1
102,136,1,40,1
102,136,1,40,1
102,136,1,40,1
102,136,1,40,1
6,143,1,40,1
16,149,1,40,1
9,150,1,40,1
16,157,1,40,1
111,157,1,40,1
16,159,1,40,1
18,159,1,40,1
17,200,1,40,1
5,143,1,41,1
16,149,1,41,1
22,169,1,41,1
6,143,1,41,1
6,143,1,41,1
6,143,1,41,1
6,143,1,41,1
6,143,1,41,1
6,143,1,41,1
6,143,1,41,1
6,150,1,41,1
6,150,1,41,1
6,150,1,41,1
6,150,1,41,1
6,150,1,41,1
6,150,1,41,1
16,158,1,41,1
16,158,1,41,1
18,158,1,41,1
16,159,1,41,1
18,159,1,41,1
18,159,1,41,1
6,188,1,41,1
16,199,1,41,1
17,199,1,41,1
16,180,1,41,1
91,127,1,42,1
12,135,1,42,1
16,136,1,42,1
17,136,1,42,1
17,136,1,42,1
17,136,1,42,1
17,136,1,42,1
18,136,1,42,1
6,143,1,42,1
6,143,1,42,1
6,143,1,42,1
6,143,1,42,1
6,143,1,42,1
6,143,1,42,1
6,143,1,42,1
6,143,1,42,1
6,143,1,42,1
6,143,1,42,1
6,143,1,42,1
6,143,1,42,1
6,143,1,42,1
6,143,1,42,1
6,143,1,42,1
6,143,1,42,1
6,143,1,42,1
6,143,1,42,1
6,143,1,42,1
73,143,1,42,1
16,150,1,42,1
66,180,1,42,1
36,195,1,42,1
16,181,1,43,1
6,150,1,43,1
91,127,1,43,1
6,143,1,43,1
6,143,1,43,1
6,143,1,43,1
6,143,1,43,1
6,143,1,43,1
6,143,1,43,1
6,143,1,43,1
6,143,1,43,1
6,143,1,43,1
6,143,1,43,1
6,143,1,43,1
6,143,1,43,1
6,143,1,43,1
6,143,1,43,1
6,143,1,43,1
6,143,1,43,1
6,143,1,43,1
6,143,1,43,1
6,143,1,43,1
65,143,1,43,1
69,143,1,43,1
91,143,1,43,1
91,143,1,43,1
91,143,1,43,1
91,143,1,43,1
91,143,1,43,1
91,143,1,43,1
6,150,1,43,1
6,150,1,43,1
6,150,1,43,1
6,150,1,43,1
6,150,1,43,1
69,151,1,43,1
16,158,1,43,1
6,189,1,43,1
6,189,1,43,1
6,189,1,43,1
6,189,1,43,1
6,189,1,43,1
6,189,1,43,1
6,189,1,43,1
6,189,1,43,1
6,189,1,43,1
6,189,1,43,1
6,189,1,43,1
91,127,1,44,1
90,139,1,44,1
91,141,1,44,1
6,143,1,44,1
6,143,1,44,1
6,143,1,44,1
6,143,1,44,1
6,143,1,44,1
6,143,1,44,1
6,143,1,44,1
6,143,1,44,1
6,143,1,44,1
6,143,1,44,1
6,143,1,45,1
6,143,1,45,1
6,143,1,45,1
6,143,1,45,1
6,143,1,45,1
6,143,1,45,1
6,143,1,45,1
6,143,1,45,1
65,143,1,45,1
75,147,1,46,1
6,167,1,46,1
6,167,1,46,1
23,202,1,46,1
