Ca ep	0.013043478	13	0.004347826
Co in	0.02173913	13	0.009661836
Di re	0.008695652	13	0.036853001
La ca	0.82173913	13	1.011371237
Sy ma	0.008695652	13	0.005797101
Sy pe	0.091304348	119	0.009130435
Di re	0.008695652	117	0.004347826
Sy com	0.008695652	117	0.004347826
Sy ma	0.008695652	117	0.001449275
Sy pe	0.091304348	117	0.011413044
Ga ps	0.652173913	12	0.144927536
Ca ep	0.013043478	31	0.002608696
Ga ps	0.652173913	31	0.186335404
Oc la	0.552173913	31	0.039440994
Sy cor	0.682608696	31	0.080306905
Ca ep	0.013043478	50	0.005217391
Eu ob br	0.017391304	50	0.001581028
Ga ps	0.652173913	51	0.465838509
Oc la	0.552173913	51	0.131469979
Sy cor	0.682608696	88	0.080306905
Ga ps	0.652173913	96	0.289855072
Oc la	0.552173913	96	0.201587302
St li	0.108695652	96	0.116459627
Sy cor	0.682608696	96	1.077259774
Sy cor	0.682608696	105	0.195031056
Sy cor	0.682608696	112	0.080306905
Sy pe	0.091304348	112	0.01826087
Sy cor	0.682608696	118	0.136521739
Sy cor	0.682608696	148	0.136521739
St li	0.108695652	152	0.054347826
Ca co	0.026086957	17	0.003726708
Sy cor	0.682608696	17	0.48757764
Ca co	0.026086957	150	0.068686098
La ca	0.82173913	150	0.379264214
Sy cor	0.682608696	150	1.014161491
Sy pe	0.091304348	150	0.219130435
Tr ma	0.008695652	150	0.034782608
Ca ep	0.013043478	26	0.033913043
St li	0.108695652	26	0.217391304
Sy cor	0.682608696	26	0.216828645
Ga ps	0.652173913	86	0.065217391
Di re	0.008695652	98	0.004347826
Ga ps	0.652173913	110	0.251552795
Co co	0.039130435		
Tr bl	0.004347826		
Tu ri	0.239130435		
