An bo	0.973913043	13	0.077913043
Ap th	0.043478261	13	0.030434783
Be za	0.269565217	13	1.584214045
Ch co	0.039130435	13	0.005217391
Er ma	0.2	13	0.04
Mo al	0.213043478	13	0.332347826
Si ci	6.391304348	13	21.00608696
Tr bl	0.004347826	13	0.008695652
Ch co	0.039130435	119	0.006020067
Mo al	0.213043478	119	0.083713555
Si ci	6.391304348	119	0.426086957
To as	0.117391304	119	0.029347826
An bo	0.973913043	8	0.711729468
Be za	0.269565217	8	0.108862876
Ch co	0.039130435	8	0.011180124
Cr fo	0.1	8	0.008333333
Er ma	0.2	8	0.057142857
Ho po	0.02173913	8	0.001976285
Mo al	0.213043478	8	0.017043478
Psi te	0.065217391	8	0.006521739
Mo al	0.213043478	31	0.028405797
Si ci	6.391304348	31	1.533913044
Cr fo	0.1	41	0.008333333
Do vi	0.586956522	41	0.313043478
Psi te	0.065217391	41	0.013043478
To as	0.117391304	41	0.039130435
Do vi	0.586956522	50	0.117391304
Si ci	6.391304348	50	0.213043478
St li	0.069565217	50	0.034782609
An bo	0.973913043	51	0.10821256
Ap th	0.043478261	51	0.008695652
Er ma	0.2	51	0.044444444
Si ci	6.391304348	51	0.213043478
Ho po	0.02173913	56	0.050938996
Mo al	0.213043478	56	0.238608695
Si ci	6.391304348	56	4.888379447
St li	0.069565217	56	0.034782609
Psi te	0.065217391	61	0.006521739
Cr fo	0.1	85	0.113095238
Er ma	0.2	85	0.133333333
Psi te	0.065217391	85	0.019565217
Ap th	0.043478261	96	0.01242236
Be za	0.269565217	96	0.041471572
Cr fo	0.1	96	0.015384615
Er ma	0.2	96	0.04
Ho po	0.02173913	96	0.001552795
Mo al	0.213043478	96	0.025565217
Mo al	0.213043478	103	0.068173913
Si ci	6.391304348	103	1.27826087
Si ci	6.391304348	106	0.766956522
An bo	0.973913043	107	0.324637681
Do vi	0.586956522	107	0.195652174
Psi te	0.065217391	107	0.006521739
St li	0.069565217	107	0.486956519
To as	0.117391304	107	0.093913043
Ho po	0.02173913	109	0.001976285
Si ci	6.391304348	128	0.255652174
Tr bl	0.004347826	128	0.002898551
Er ma	0.2	130	0.044444444
An bo	0.973913043	142	0.10821256
Ap th	0.043478261	142	0.038509317
Be za	0.269565217	142	0.233277592
Ch co	0.039130435	142	0.005590062
Cr fo	0.1	142	0.023717949
Do vi	0.586956522	142	0.097826087
Er ma	0.2	142	0.068571429
Ho po	0.02173913	142	0.001552795
Mo al	0.213043478	142	0.127826087
Psi te	0.065217391	142	0.084782608
Si ci	6.391304348	142	6.000079052
St li	0.069565217	142	0.034782609
To as	0.117391304	142	0.023478261
Cr fo	0.1	143	0.008333333
Er ma	0.2	143	0.028571429
Ap th	0.043478261	144	0.024844721
Er ma	0.2	144	0.028571429
Ho po	0.02173913	144	0.001552795
Psi te	0.065217391	144	0.019565217
Si ci	6.391304348	144	0.116205534
Psi te	0.065217391	146	0.026086956
An bo	0.973913043	147	0.139130435
Be za	0.269565217	147	0.041471572
Cr fo	0.1	147	0.022619048
Mo al	0.213043478	147	0.014202899
Psi te	0.065217391	147	0.006521739
St li	0.069565217	147	0.104347826
An bo	0.973913043	156	0.209932367
Cr fo	0.1	156	0.06
Ho po	0.02173913	156	0.001976285
Psi te	0.065217391	156	0.013043478
Psi te	0.065217391	84	0.136956521
Ap th	0.043478261	17	0.043478261
Psi te	0.065217391	17	0.017162471
St li	0.069565217	17	0.626086953
Be za	0.269565217	150	1.08966555
Cr fo	0.1	150	0.14047619
Mo al	0.213043478	150	0.042608696
To as	0.117391304	150	0.244565217
Cr fo	0.1	7	0.033333333
Ap th	0.043478261	26	0.052173913
Cr fo	0.1	26	0.209358974
Do vi	0.586956522	26	2.054347827
Er ma	0.2	26	0.72
Ho po	0.02173913	26	0.054295542
Mo al	0.213043478	26	0.315304347
Psi te	0.065217391	26	0.117391304
St li	0.069565217	26	1.797101439
To as	0.117391304	26	0.649565215
Do vi	0.586956522	87	0.07826087
Psi te	0.065217391	87	0.006521739
To as	0.117391304	87	0.029347826
Mo al	0.213043478	113	0.036927536
Cr fo	0.1	131	0.014285714
Ap th	0.043478261	48	0.01242236
Cr fo	0.1	48	0.008333333
Er ma	0.2	48	0.136752137
Mo al	0.213043478	48	0.056811594
Psi te	0.065217391	48	0.058695652
Si ci	6.391304348	48	0.639130435
To as	0.117391304	48	0.183913043
Cr fo	0.1	58	0.008333333
Ap th	0.043478261	59	0.009661836
Psi te	0.065217391	59	0.003432494
Ch co	0.039130435	76	0.027950311
Mo al	0.213043478	76	0.051130435
Psi te	0.065217391	76	0.006521739
An bo	0.973913043	98	0.247342995
Psi te	0.065217391	98	0.019565217
Si ci	6.391304348	98	0.213043478
Ch co	0.039130435	110	0.033970378
Psi te	0.065217391	110	0.006521739
