Si ci	0.304347825	13	0.73043478
Er ma	0.078260865	25	0.006805293
Ge bo	2.80434	25	0.329922353
Si ci	0.304347825	30	0.04057971
Ap th	0.45217392	31	0.139130437
Cr fo	1.000000005	31	0.012903226
Psi te	0.08260869	31	0.020652173
To as	0.230434785	50	0.017069243
Ge bo	2.80434	51	0.1121736
Ap th	0.45217392	56	0.11304348
Ge bo	2.80434	56	0.6249672
Psi te	0.08260869	56	0.009178743
Si ci	0.304347825	56	0.182608695
Ge bo	2.80434	65	0.659844706
Cr fo	1.000000005	72	0.028571429
Ap th	0.45217392	77	0.039319471
Cl li	1.391304345	85	0.278260869
An bo	0.021739125	89	0.003952568
Ap th	0.45217392	89	0.457844998
Cl li	1.391304345	89	1.225672875
Cr fo	1.000000005	89	0.012903226
Er ma	0.078260865	89	0.026832297
Ge bo	2.80434	89	0.280434
Mo al	0.013043475	89	0.003726707
Psi te	0.08260869	89	0.043998366
Si ci	0.304347825	89	0.04057971
To as	0.230434785	89	0.044179218
Ap th	0.45217392	96	0.747826098
Cr fo	1.000000005	96	0.144042134
Er ma	0.078260865	96	0.022360247
Ge bo	2.80434	96	0.2243472
Psi te	0.08260869	96	0.008260869
Si ci	0.304347825	96	0.060869565
Er ma	0.078260865	103	0.011180124
Psi te	0.08260869	103	0.020652173
Ge bo	2.80434	104	0.329922353
To as	0.230434785	104	0.013965745
Cr fo	1.000000005	105	0.012903226
Ge bo	2.80434	106	0.681054
Psi te	0.08260869	106	0.015019762
Ap th	0.45217392	107	0.078638943
Cl li	1.391304345	107	0.278260869
Cr fo	1.000000005	107	0.317000873
Ge bo	2.80434	107	4.822993482
Psi te	0.08260869	107	0.009178743
Si ci	0.304347825	107	0.182608695
To as	0.230434785	107	0.092283449
Si ci	0.304347825	127	0.04057971
Ap th	0.45217392	142	0.039319471
Cr fo	1.000000005	142	0.249972423
Er ma	0.078260865	142	0.022360247
Psi te	0.08260869	142	0.07618357
Si ci	0.304347825	142	0.020289855
To as	0.230434785	142	0.135549874
Ap th	0.45217392	143	0.214492757
Cr fo	1.000000005	143	0.081632653
Er ma	0.078260865	143	0.040831756
Psi te	0.08260869	143	0.015019762
Si ci	0.304347825	143	0.04057971
To as	0.230434785	143	0.013965745
Ap th	0.45217392	144	0.347826092
Cl li	1.391304345	144	0.278260869
Er ma	0.078260865	144	0.010434782
Ge bo	2.80434	144	2.773704353
Si ci	0.304347825	144	0.08115942
Cr fo	1.000000005	147	0.028571429
Ap th	0.45217392	160	0.15072464
Er ma	0.078260865	160	0.022360247
Si ci	0.304347825	160	0.08115942
Psi te	0.08260869	32	0.008260869
Cl li	1.391304345	91	0.231884058
Er ma	0.078260865	91	0.006805293
To as	0.230434785	91	0.027109975
Cr fo	1.000000005	121	0.028571429
Ge bo	2.80434	149	0.329922353
Mo al	0.013043475	151	0.00289855
Mo al	0.013043475	17	0.031469971
Ap th	0.45217392	150	0.208695655
Cl li	1.391304345	150	0.278260869
Mo al	0.013043475	150	0.007453414
Psi te	0.08260869	26	0.008260869
To as	0.230434785	26	0.013965745
Ap th	0.45217392	113	0.039319471
To as	0.230434785	131	0.013965745
Ge bo	2.80434	132	0.329922353
Cr fo	1.000000005	48	0.054054054
Mo al	0.013043475	63	0.00289855
Ro si	0.13913043	63	0.039751551
To as	0.230434785	63	0.017069243
An bo	0.021739125	98	0.003952568
Ap th	0.45217392	98	0.039319471
Cr fo	1.000000005	98	0.012903226
Ge bo	2.80434	98	1.390387059
Ap th	0.45217392	102	0.11304348
Ge bo	2.80434	102	0.659844706
Tr bl	0.034782615		0
