System	Season	Month	Day	Year	Bee	Plant
BBG	dry	6	27	1996	229	102
BBG	dry	6	27	1996	229	102
BBG	dry	6	27	1996	237	102
BBG	dry	6	27	1996	239	102
BBG	dry	6	27	1996	239	102
BBG	dry	6	27	1996	239	102
BBG	dry	6	27	1996	239	102
BBG	dry	6	27	1996	248	171
BBG	dry	6	27	1996	254	168
BBG	dry	6	27	1996	257	149
BBG	dry	6	27	1996	260	102
BBG	dry	6	27	1996	264	171
BBG	dry	6	27	1996	269	168
BBG	dry	6	27	1996	281	168
BBG	dry	6	27	1996	296	72
BBG	dry	6	27	1996	298	168
BBG	dry	6	27	1996	322	168
BBG	dry	6	27	1996	322	168
BBG	dry	6	27	1996	326	168
BBG	dry	6	27	1996	326	168
BBG	dry	6	27	1996	326	168
BBG	dry	6	27	1996	330	168
BBG	dry	6	27	1996	332	102
BBG	dry	6	27	1996	332	102
BBG	dry	6	27	1996	332	102
BBG	dry	6	27	1996	358	148
BBG	dry	6	27	1996	364	65
BBG	dry	6	27	1996	364	83
BBG	dry	6	27	1996	364	148
BBG	dry	6	27	1996	375	36
BBG	dry	6	27	1996	378	36
BBG	dry	6	27	1996	378	36
BBG	dry	6	27	1996	378	36
BBG	dry	6	27	1996	378	56
BBG	dry	6	27	1996	378	100
BBG	dry	6	27	1996	378	168
BBG	dry	7	2	1996	184	65
BBG	dry	7	2	1996	185	102
BBG	dry	7	2	1996	185	168
BBG	dry	7	2	1996	216	102
BBG	dry	7	2	1996	216	102
BBG	dry	7	2	1996	216	102
BBG	dry	7	2	1996	216	102
BBG	dry	7	2	1996	216	102
BBG	dry	7	2	1996	216	102
BBG	dry	7	2	1996	216	102
BBG	dry	7	2	1996	216	102
BBG	dry	7	2	1996	216	102
BBG	dry	7	2	1996	216	102
BBG	dry	7	2	1996	216	102
BBG	dry	7	2	1996	216	102
BBG	dry	7	2	1996	216	102
BBG	dry	7	2	1996	216	168
BBG	dry	7	2	1996	216	168
BBG	dry	7	2	1996	216	175
BBG	dry	7	2	1996	217	102
BBG	dry	7	2	1996	217	102
BBG	dry	7	2	1996	217	102
BBG	dry	7	2	1996	217	102
BBG	dry	7	2	1996	217	102
BBG	dry	7	2	1996	217	102
BBG	dry	7	2	1996	217	102
BBG	dry	7	2	1996	217	102
BBG	dry	7	2	1996	217	102
BBG	dry	7	2	1996	217	102
BBG	dry	7	2	1996	217	102
BBG	dry	7	2	1996	223	102
BBG	dry	7	2	1996	229	102
BBG	dry	7	2	1996	229	102
BBG	dry	7	2	1996	239	102
BBG	dry	7	2	1996	239	102
BBG	dry	7	2	1996	248	102
BBG	dry	7	2	1996	249	102
BBG	dry	7	2	1996	249	102
BBG	dry	7	2	1996	250	102
BBG	dry	7	2	1996	289	175
BBG	dry	7	2	1996	295	102
BBG	dry	7	2	1996	298	102
BBG	dry	7	2	1996	298	168
BBG	dry	7	2	1996	326	168
BBG	dry	7	2	1996	326	168
BBG	dry	7	2	1996	326	168
BBG	dry	7	2	1996	350	102
BBG	dry	7	2	1996	350	102
BBG	dry	7	2	1996	362	56
BBG	dry	7	2	1996	364	127
BBG	dry	7	2	1996	364	127
BBG	dry	7	2	1996	364	175
BBG	dry	7	2	1996	376	127
BBG	dry	7	9	1996	185	87
BBG	dry	7	9	1996	199	154
BBG	dry	7	9	1996	214	65
BBG	dry	7	9	1996	216	65
BBG	dry	7	9	1996	216	66
BBG	dry	7	9	1996	216	66
BBG	dry	7	9	1996	216	66
BBG	dry	7	9	1996	216	66
BBG	dry	7	9	1996	216	66
BBG	dry	7	9	1996	216	66
BBG	dry	7	9	1996	216	102
BBG	dry	7	9	1996	217	66
BBG	dry	7	9	1996	217	66
BBG	dry	7	9	1996	217	66
BBG	dry	7	9	1996	217	66
BBG	dry	7	9	1996	217	66
BBG	dry	7	9	1996	217	66
BBG	dry	7	9	1996	217	87
BBG	dry	7	9	1996	217	87
BBG	dry	7	9	1996	217	102
BBG	dry	7	9	1996	217	102
BBG	dry	7	9	1996	217	102
BBG	dry	7	9	1996	217	102
BBG	dry	7	9	1996	217	102
BBG	dry	7	9	1996	217	102
BBG	dry	7	9	1996	217	102
BBG	dry	7	9	1996	217	102
BBG	dry	7	9	1996	217	102
BBG	dry	7	9	1996	217	102
BBG	dry	7	9	1996	217	102
BBG	dry	7	9	1996	217	102
BBG	dry	7	9	1996	217	102
BBG	dry	7	9	1996	224	102
BBG	dry	7	9	1996	223	66
BBG	dry	7	9	1996	223	66
BBG	dry	7	9	1996	229	102
BBG	dry	7	9	1996	237	102
BBG	dry	7	9	1996	237	102
BBG	dry	7	9	1996	237	102
BBG	dry	7	9	1996	238	102
BBG	dry	7	9	1996	239	102
BBG	dry	7	9	1996	239	102
BBG	dry	7	9	1996	248	146
BBG	dry	7	9	1996	250	146
BBG	dry	7	9	1996	250	146
BBG	dry	7	9	1996	291	65
BBG	dry	7	9	1996	295	102
BBG	dry	7	9	1996	296	102
BBG	dry	7	9	1996	296	102
BBG	dry	7	9	1996	296	102
BBG	dry	7	9	1996	296	102
BBG	dry	7	9	1996	296	154
BBG	dry	7	9	1996	350	66
BBG	dry	7	9	1996	350	127
BBG	dry	7	9	1996	350	127
BBG	dry	7	9	1996	351	65
BBG	dry	7	9	1996	351	66
BBG	dry	7	9	1996	378	36
BBG	dry	7	9	1996	378	47
BBG	dry	7	9	1996	378	47
BBG	dry	7	9	1996	378	100
BBG	dry	7	9	1996	378	154
BBG	dry	7	9	1996	381	65
BBG	dry	7	9	1996	385	102
BBG	dry	7	9	1996	386	65
BBG	dry	7	9	1996	386	66
BBG	dry	7	16	1996	216	5
BBG	dry	7	16	1996	216	102
BBG	dry	7	16	1996	217	102
BBG	dry	7	16	1996	217	102
BBG	dry	7	16	1996	217	102
BBG	dry	7	16	1996	217	102
BBG	dry	7	16	1996	223	102
BBG	dry	7	16	1996	229	102
BBG	dry	7	16	1996	229	102
BBG	dry	7	16	1996	229	102
BBG	dry	7	16	1996	239	102
BBG	dry	7	16	1996	239	102
BBG	dry	7	16	1996	240	102
BBG	dry	7	16	1996	248	102
BBG	dry	7	16	1996	248	102
BBG	dry	7	16	1996	248	102
BBG	dry	7	16	1996	248	102
BBG	dry	7	16	1996	249	102
BBG	dry	7	16	1996	249	102
BBG	dry	7	16	1996	249	102
BBG	dry	7	16	1996	249	102
BBG	dry	7	16	1996	252	102
BBG	dry	7	16	1996	266	102
BBG	dry	7	16	1996	282	102
BBG	dry	7	16	1996	296	102
BBG	dry	7	16	1996	317	110
BBG	dry	7	16	1996	350	102
BBG	dry	7	23	1996	194	66
BBG	dry	7	23	1996	216	102
BBG	dry	7	23	1996	216	102
BBG	dry	7	23	1996	217	102
BBG	dry	7	23	1996	217	102
BBG	dry	7	23	1996	217	102
BBG	dry	7	23	1996	217	102
BBG	dry	7	23	1996	217	102
BBG	dry	7	23	1996	229	102
BBG	dry	7	23	1996	229	102
BBG	dry	7	23	1996	229	102
BBG	dry	7	23	1996	229	102
BBG	dry	7	23	1996	229	102
BBG	dry	7	23	1996	237	102
BBG	dry	7	23	1996	237	102
BBG	dry	7	23	1996	237	102
BBG	dry	7	23	1996	237	102
BBG	dry	7	23	1996	249	102
BBG	dry	7	23	1996	250	102
BBG	dry	7	23	1996	252	66
BBG	dry	7	23	1996	287	122
BBG	dry	7	23	1996	296	102
BBG	dry	7	23	1996	296	102
BBG	dry	7	23	1996	296	102
BBG	dry	7	23	1996	316	102
BBG	dry	7	23	1996	325	169
BBG	dry	7	23	1996	364	42
BBG	dry	7	23	1996	364	59
BBG	dry	7	23	1996	375	122
BBG	dry	7	23	1996	378	137
BBG	dry	7	23	1996	386	122
BBG	dry	7	30	1996	195	102
BBG	dry	7	30	1996	195	149
BBG	dry	7	30	1996	198	102
BBG	dry	7	30	1996	209	85
BBG	dry	7	30	1996	216	149
BBG	dry	7	30	1996	289	149
BBG	dry	7	30	1996	364	65
BBG	dry	7	30	1996	364	65
BBG	dry	7	30	1996	378	149
BBG	dry	7	30	1996	378	149
BBG	dry	8	1	1996	217	42
BBG	dry	8	1	1996	217	102
BBG	dry	8	1	1996	217	102
BBG	dry	8	1	1996	217	102
BBG	dry	8	1	1996	217	157
BBG	dry	8	1	1996	229	102
BBG	dry	8	1	1996	229	102
BBG	dry	8	1	1996	242	157
BBG	dry	8	1	1996	284	157
BBG	dry	8	1	1996	303	157
BBG	dry	8	1	1996	341	97
BBG	dry	8	1	1996	364	42
BBG	dry	8	1	1996	364	42
BBG	dry	8	6	1996	194	111
BBG	dry	8	6	1996	195	111
BBG	dry	8	6	1996	195	111
BBG	dry	8	6	1996	195	111
BBG	dry	8	6	1996	216	66
BBG	dry	8	6	1996	216	111
BBG	dry	8	6	1996	216	111
BBG	dry	8	6	1996	217	66
BBG	dry	8	6	1996	217	66
BBG	dry	8	6	1996	217	66
BBG	dry	8	6	1996	217	102
BBG	dry	8	6	1996	217	102
BBG	dry	8	6	1996	217	102
BBG	dry	8	6	1996	217	102
BBG	dry	8	6	1996	217	102
BBG	dry	8	6	1996	217	102
BBG	dry	8	6	1996	217	111
BBG	dry	8	6	1996	217	111
BBG	dry	8	6	1996	217	111
BBG	dry	8	6	1996	229	102
BBG	dry	8	6	1996	229	111
BBG	dry	8	6	1996	233	96
BBG	dry	8	6	1996	242	96
BBG	dry	8	6	1996	242	102
BBG	dry	8	6	1996	248	102
BBG	dry	8	6	1996	248	102
BBG	dry	8	6	1996	249	102
BBG	dry	8	6	1996	249	102
BBG	dry	8	6	1996	249	102
BBG	dry	8	6	1996	303	157
BBG	dry	8	6	1996	309	111
BBG	dry	8	6	1996	341	96
BBG	dry	8	6	1996	341	96
BBG	dry	8	6	1996	362	149
BBG	dry	8	6	1996	364	42
BBG	dry	8	6	1996	377	102
BBG	dry	8	6	1996	378	66
BBG	dry	8	6	1996	378	157
BBG	dry	8	6	1996	378	157
BBG	dry	8	6	1996	380	68
BBG	dry	8	6	1996	380	68
BBG	dry	8	6	1996	385	102
BBG	dry	8	7	1996	219	157
BBG	dry	8	7	1996	233	157
BBG	dry	8	7	1996	242	157
BBG	dry	8	7	1996	248	66
BBG	dry	8	7	1996	249	66
BBG	dry	8	7	1996	250	66
BBG	dry	8	7	1996	303	157
BBG	dry	8	13	1996	183	157
BBG	dry	8	13	1996	191	42
BBG	dry	8	13	1996	194	111
BBG	dry	8	13	1996	194	111
BBG	dry	8	13	1996	196	102
BBG	dry	8	13	1996	199	149
BBG	dry	8	13	1996	209	111
BBG	dry	8	13	1996	209	111
BBG	dry	8	13	1996	217	102
BBG	dry	8	13	1996	217	102
BBG	dry	8	13	1996	217	102
BBG	dry	8	13	1996	217	102
BBG	dry	8	13	1996	217	102
BBG	dry	8	13	1996	217	102
BBG	dry	8	13	1996	217	102
BBG	dry	8	13	1996	217	122
BBG	dry	8	13	1996	233	102
BBG	dry	8	13	1996	239	157
BBG	dry	8	13	1996	239	157
BBG	dry	8	13	1996	242	12
BBG	dry	8	13	1996	242	157
BBG	dry	8	13	1996	242	157
BBG	dry	8	13	1996	248	102
BBG	dry	8	13	1996	248	111
BBG	dry	8	13	1996	249	102
BBG	dry	8	13	1996	303	157
BBG	dry	8	13	1996	303	157
BBG	dry	8	13	1996	303	157
BBG	dry	8	13	1996	303	157
BBG	dry	8	13	1996	317	175
BBG	dry	8	13	1996	317	175
BBG	dry	8	13	1996	317	175
BBG	dry	8	13	1996	325	149
BBG	dry	8	13	1996	325	149
BBG	dry	8	13	1996	325	149
BBG	dry	8	13	1996	332	149
BBG	dry	8	13	1996	362	149
BBG	dry	8	13	1996	364	149
BBG	dry	8	13	1996	364	175
BBG	dry	8	13	1996	385	102
BBG	dry	8	20	1996	199	75
BBG	dry	8	20	1996	203	75
BBG	dry	8	20	1996	216	102
BBG	dry	8	20	1996	216	149
BBG	dry	8	20	1996	216	157
BBG	dry	8	20	1996	216	157
BBG	dry	8	20	1996	217	66
BBG	dry	8	20	1996	217	66
BBG	dry	8	20	1996	217	84
BBG	dry	8	20	1996	217	102
BBG	dry	8	20	1996	217	102
BBG	dry	8	20	1996	217	149
BBG	dry	8	20	1996	217	149
BBG	dry	8	20	1996	217	149
BBG	dry	8	20	1996	217	149
BBG	dry	8	20	1996	217	157
BBG	dry	8	20	1996	217	157
BBG	dry	8	20	1996	223	75
BBG	dry	8	20	1996	223	84
BBG	dry	8	20	1996	249	102
BBG	dry	8	20	1996	252	66
BBG	dry	8	20	1996	288	157
BBG	dry	8	20	1996	290	75
BBG	dry	8	20	1996	290	75
BBG	dry	8	20	1996	306	168
BBG	dry	8	20	1996	308	75
BBG	dry	8	20	1996	341	96
BBG	dry	8	20	1996	341	96
BBG	dry	8	20	1996	378	36
BBG	dry	8	20	1996	378	36
BBG	dry	8	20	1996	385	66
BBG	dry	8	20	1996	385	75
BBG	dry	8	20	1996	386	66
BBG	dry	8	20	1996	386	84
BBG	dry	8	20	1996	386	84
BBG	dry	8	22	1996	216	53
BBG	dry	8	22	1996	217	149
BBG	dry	8	22	1996	242	157
BBG	dry	8	22	1996	242	157
BBG	dry	8	22	1996	242	161
BBG	dry	8	22	1996	242	161
BBG	dry	8	22	1996	341	12
BBG	dry	8	22	1996	341	96
BBG	dry	8	22	1996	378	144
BBG	dry	8	27	1996	203	122
BBG	dry	8	27	1996	224	47
BBG	dry	8	27	1996	239	157
BBG	dry	8	27	1996	242	157
BBG	dry	8	27	1996	263	66
BBG	dry	8	27	1996	341	157
BBG	dry	8	27	1996	341	157
BBG	dry	8	27	1996	356	150
BBG	dry	8	27	1996	378	157
BBG	dry	8	27	1996	386	73
BBG	dry	8	29	1996	217	122
BBG	dry	8	29	1996	233	157
BBG	dry	8	29	1996	242	157
BBG	dry	8	29	1996	303	157
BBG	dry	8	29	1996	343	122
BBG	dry	8	29	1996	364	108
BBG	dry	8	29	1996	364	108
BBG	dry	8	29	1996	385	122
BBG	dry	9	3	1996	216	149
BBG	dry	9	3	1996	217	4
BBG	dry	9	3	1996	223	4
BBG	dry	9	3	1996	289	109
BBG	dry	9	3	1996	325	109
BBG	dry	9	3	1996	350	109
BBG	dry	9	3	1996	351	109
BBG	dry	9	3	1996	351	109
BBG	dry	9	3	1996	362	109
BBG	dry	9	3	1996	364	73
BBG	dry	9	3	1996	378	4
BBG	dry	9	3	1996	378	73
BBG	dry	9	3	1996	378	73
BBG	dry	9	3	1996	378	76
BBG	dry	9	3	1996	378	89
BBG	dry	9	3	1996	378	89
BBG	dry	9	3	1996	379	109
BBG	dry	9	3	1996	387	4
BBG	dry	9	3	1996	387	4
BBG	dry	9	3	1996	387	4
BBG	dry	9	3	1996	387	4
BBG	dry	9	3	1996	387	4
BBG	dry	9	5	1996	325	109
BBG	dry	9	5	1996	350	109
BBG	dry	9	9	1996	378	37
BBG	dry	9	9	1996	378	73
BBG	dry	9	9	1996	378	73
BBG	dry	9	9	1996	378	73
BBG	dry	9	11	1996	186	4
BBG	dry	9	11	1996	230	4
BBG	dry	9	11	1996	230	4
BBG	dry	9	11	1996	233	4
BBG	dry	9	11	1996	239	122
BBG	dry	9	11	1996	336	4
BBG	dry	9	11	1996	337	4
BBG	dry	9	11	1996	350	4
BBG	dry	9	11	1996	350	4
BBG	dry	9	11	1996	377	122
BBG	dry	9	11	1996	378	4
BBG	dry	9	11	1996	382	4
BBG	dry	9	11	1996	382	4
BBG	dry	9	11	1996	387	4
BBG	dry	9	17	1996	185	140
BBG	dry	9	17	1996	216	122
BBG	dry	9	17	1996	217	27
BBG	dry	9	17	1996	217	122
BBG	dry	9	17	1996	289	122
BBG	dry	9	17	1996	289	122
BBG	dry	9	17	1996	289	122
BBG	dry	9	17	1996	289	122
BBG	dry	9	17	1996	289	122
BBG	dry	9	17	1996	325	122
BBG	dry	9	17	1996	362	64
BBG	dry	9	17	1996	362	64
BBG	dry	9	17	1996	362	64
BBG	dry	9	17	1996	362	64
BBG	dry	9	17	1996	364	14
BBG	dry	9	17	1996	364	27
BBG	dry	9	17	1996	364	27
BBG	dry	9	17	1996	364	27
BBG	dry	9	17	1996	364	27
BBG	dry	9	24	1996	209	27
BBG	dry	9	24	1996	219	4
BBG	dry	9	24	1996	224	4
BBG	dry	9	24	1996	225	4
BBG	dry	9	24	1996	225	27
BBG	dry	9	24	1996	233	4
BBG	dry	9	24	1996	233	4
BBG	dry	9	24	1996	238	4
BBG	dry	9	24	1996	240	4
BBG	dry	9	24	1996	243	4
BBG	dry	9	24	1996	267	4
BBG	dry	9	24	1996	276	27
BBG	dry	9	24	1996	334	4
BBG	dry	9	24	1996	334	4
BBG	dry	9	24	1996	335	4
BBG	dry	9	24	1996	335	4
BBG	dry	9	24	1996	336	4
BBG	dry	9	24	1996	337	4
BBG	dry	9	24	1996	337	4
BBG	dry	9	24	1996	337	4
BBG	dry	9	24	1996	341	4
BBG	dry	9	24	1996	344	27
BBG	dry	9	24	1996	362	4
BBG	dry	9	24	1996	364	4
BBG	dry	9	24	1996	364	27
BBG	dry	9	24	1996	380	4
BBG	dry	9	24	1996	380	4
BBG	dry	9	24	1996	380	4
BBG	dry	9	24	1996	380	4
BBG	dry	9	24	1996	387	4
BBG	dry	9	25	1996	192	123
BBG	dry	9	25	1996	194	33
BBG	dry	9	25	1996	196	153
BBG	dry	9	25	1996	199	139
BBG	dry	9	25	1996	203	139
BBG	dry	9	25	1996	216	50
BBG	dry	9	25	1996	216	153
BBG	dry	9	25	1996	224	30
BBG	dry	9	25	1996	252	123
BBG	dry	9	25	1996	340	33
BBG	dry	9	25	1996	349	33
BBG	dry	9	25	1996	350	139
BBG	dry	9	25	1996	350	153
BBG	dry	9	25	1996	378	153
BBG	dry	9	25	1996	378	153
BBG	dry	9	25	1996	378	153
BBG	wet	10	4	1996	216	151
BBG	wet	10	4	1996	217	150
BBG	wet	10	4	1996	225	150
BBG	wet	10	4	1996	230	80
BBG	wet	10	4	1996	234	80
BBG	wet	10	4	1996	234	80
BBG	wet	10	4	1996	335	80
BBG	wet	10	4	1996	335	80
BBG	wet	10	4	1996	335	80
BBG	wet	10	4	1996	335	80
BBG	wet	10	4	1996	336	80
BBG	wet	10	4	1996	337	80
BBG	wet	10	4	1996	344	33
BBG	wet	10	4	1996	350	80
BBG	wet	10	4	1996	367	80
BBG	wet	10	4	1996	378	39
BBG	wet	10	4	1996	378	39
BBG	wet	10	4	1996	378	39
BBG	wet	10	4	1996	378	39
BBG	wet	10	4	1996	378	39
BBG	wet	10	4	1996	379	80
BBG	wet	10	4	1996	379	80
BBG	wet	10	4	1996	379	80
BBG	wet	10	4	1996	379	80
BBG	wet	10	4	1996	379	80
BBG	wet	10	8	1996	216	23
BBG	wet	10	8	1996	292	97
BBG	wet	10	8	1996	325	23
BBG	wet	10	8	1996	341	97
BBG	wet	10	8	1996	362	23
BBG	wet	10	15	1996	194	27
BBG	wet	10	15	1996	195	27
BBG	wet	10	15	1996	199	33
BBG	wet	10	15	1996	222	27
BBG	wet	10	15	1996	224	32
BBG	wet	10	15	1996	238	27
BBG	wet	10	15	1996	238	27
BBG	wet	10	15	1996	238	33
BBG	wet	10	15	1996	241	27
BBG	wet	10	15	1996	278	27
BBG	wet	10	15	1996	278	27
BBG	wet	10	15	1996	279	27
BBG	wet	10	15	1996	284	2
BBG	wet	10	15	1996	284	2
BBG	wet	10	15	1996	284	2
BBG	wet	10	15	1996	341	163
BBG	wet	10	15	1996	344	27
BBG	wet	10	15	1996	344	27
BBG	wet	10	15	1996	344	27
BBG	wet	10	15	1996	344	27
BBG	wet	10	15	1996	344	27
BBG	wet	10	15	1996	344	27
BBG	wet	10	15	1996	344	27
BBG	wet	10	15	1996	344	27
BBG	wet	10	15	1996	348	27
BBG	wet	10	15	1996	348	33
BBG	wet	10	15	1996	349	33
BBG	wet	10	15	1996	366	27
BBG	wet	10	22	1996	195	27
BBG	wet	10	22	1996	229	27
BBG	wet	10	22	1996	238	27
BBG	wet	10	22	1996	270	32
BBG	wet	10	22	1996	274	27
BBG	wet	10	22	1996	275	27
BBG	wet	10	22	1996	278	33
BBG	wet	10	22	1996	344	27
BBG	wet	10	22	1996	344	27
BBG	wet	10	22	1996	349	27
BBG	wet	10	29	1996	190	27
BBG	wet	10	29	1996	216	27
BBG	wet	10	29	1996	217	150
BBG	wet	10	29	1996	225	150
BBG	wet	10	29	1996	225	150
BBG	wet	10	29	1996	225	150
BBG	wet	10	29	1996	229	27
BBG	wet	10	29	1996	231	150
BBG	wet	10	29	1996	238	27
BBG	wet	10	29	1996	238	27
BBG	wet	10	29	1996	273	27
BBG	wet	10	29	1996	279	150
BBG	wet	10	29	1996	280	27
BBG	wet	10	29	1996	341	150
BBG	wet	10	29	1996	341	150
BBG	wet	10	29	1996	344	27
BBG	wet	10	29	1996	364	99
BBG	wet	10	29	1996	366	27
BBG	wet	11	5	1996	197	141
BBG	wet	11	5	1996	200	7
BBG	wet	11	5	1996	217	150
BBG	wet	11	5	1996	222	27
BBG	wet	11	5	1996	222	141
BBG	wet	11	5	1996	236	27
BBG	wet	11	5	1996	239	141
BBG	wet	11	5	1996	275	141
BBG	wet	11	5	1996	276	27
BBG	wet	11	5	1996	278	27
BBG	wet	11	5	1996	278	27
BBG	wet	11	5	1996	279	27
BBG	wet	11	5	1996	279	27
BBG	wet	11	5	1996	279	27
BBG	wet	11	5	1996	289	7
BBG	wet	11	5	1996	331	141
BBG	wet	11	5	1996	341	141
BBG	wet	11	5	1996	341	141
BBG	wet	11	5	1996	341	141
BBG	wet	11	5	1996	341	150
BBG	wet	11	5	1996	342	27
BBG	wet	11	5	1996	344	27
BBG	wet	11	5	1996	344	27
BBG	wet	11	5	1996	347	27
BBG	wet	11	5	1996	350	27
BBG	wet	11	5	1996	350	27
BBG	wet	11	5	1996	365	27
BBG	wet	11	5	1996	367	27
BBG	wet	11	5	1996	375	2
BBG	wet	11	5	1996	378	33
BBG	wet	11	5	1996	378	152
BBG	wet	11	5	1996	378	152
BBG	wet	11	12	1996	185	27
BBG	wet	11	12	1996	185	27
BBG	wet	11	12	1996	191	27
BBG	wet	11	12	1996	193	105
BBG	wet	11	12	1996	194	143
BBG	wet	11	12	1996	195	116
BBG	wet	11	12	1996	196	105
BBG	wet	11	12	1996	196	143
BBG	wet	11	12	1996	204	105
BBG	wet	11	12	1996	204	105
BBG	wet	11	12	1996	204	105
BBG	wet	11	12	1996	204	105
BBG	wet	11	12	1996	206	27
BBG	wet	11	12	1996	216	105
BBG	wet	11	12	1996	216	105
BBG	wet	11	12	1996	222	105
BBG	wet	11	12	1996	222	105
BBG	wet	11	12	1996	222	152
BBG	wet	11	12	1996	224	141
BBG	wet	11	12	1996	229	141
BBG	wet	11	12	1996	238	27
BBG	wet	11	12	1996	238	141
BBG	wet	11	12	1996	239	105
BBG	wet	11	12	1996	239	141
BBG	wet	11	12	1996	241	141
BBG	wet	11	12	1996	247	143
BBG	wet	11	12	1996	248	143
BBG	wet	11	12	1996	256	141
BBG	wet	11	12	1996	258	105
BBG	wet	11	12	1996	275	27
BBG	wet	11	12	1996	275	141
BBG	wet	11	12	1996	276	143
BBG	wet	11	12	1996	277	27
BBG	wet	11	12	1996	277	141
BBG	wet	11	12	1996	279	27
BBG	wet	11	12	1996	279	27
BBG	wet	11	12	1996	318	105
BBG	wet	11	12	1996	342	27
BBG	wet	11	12	1996	344	27
BBG	wet	11	12	1996	344	27
BBG	wet	11	12	1996	348	27
BBG	wet	11	12	1996	348	27
BBG	wet	11	12	1996	362	105
BBG	wet	11	12	1996	362	105
BBG	wet	11	12	1996	362	105
BBG	wet	11	12	1996	362	116
BBG	wet	11	12	1996	362	116
BBG	wet	11	12	1996	363	105
BBG	wet	11	12	1996	364	27
BBG	wet	11	12	1996	364	27
BBG	wet	11	12	1996	364	141
BBG	wet	11	12	1996	369	27
BBG	wet	11	12	1996	377	105
BBG	wet	11	12	1996	377	143
BBG	wet	11	12	1996	380	143
BBG	wet	11	19	1996	191	105
BBG	wet	11	19	1996	257	105
BBG	wet	11	19	1996	265	105
BBG	wet	11	19	1996	269	168
BBG	wet	11	19	1996	293	105
BBG	wet	11	19	1996	302	105
BBG	wet	11	19	1996	362	105
BBG	wet	11	19	1996	362	105
BBG	wet	11	19	1996	362	105
BBG	wet	11	19	1996	376	58
BBG	wet	11	20	1996	217	143
BBG	wet	11	20	1996	248	143
BBG	wet	11	20	1996	248	143
BBG	wet	11	20	1996	277	27
BBG	wet	11	20	1996	342	27
BBG	wet	11	20	1996	343	143
BBG	wet	11	20	1996	344	27
BBG	wet	11	20	1996	344	143
BBG	wet	11	20	1996	364	27
BBG	wet	11	20	1996	364	27
BBG	wet	11	20	1996	364	27
BBG	wet	11	25	1996	184	133
BBG	wet	11	25	1996	194	179
BBG	wet	11	25	1996	194	179
BBG	wet	11	25	1996	195	143
BBG	wet	11	25	1996	197	132
BBG	wet	11	25	1996	216	168
BBG	wet	11	25	1996	217	150
BBG	wet	11	25	1996	250	179
BBG	wet	11	25	1996	276	125
BBG	wet	11	25	1996	276	143
BBG	wet	11	25	1996	364	125
BBG	wet	11	25	1996	366	179
BBG	wet	11	26	1996	187	125
BBG	wet	11	26	1996	195	125
BBG	wet	11	26	1996	196	125
BBG	wet	11	26	1996	196	125
BBG	wet	11	26	1996	202	125
BBG	wet	11	26	1996	203	125
BBG	wet	11	26	1996	204	125
BBG	wet	11	26	1996	213	125
BBG	wet	11	26	1996	216	125
BBG	wet	11	26	1996	216	125
BBG	wet	11	26	1996	216	125
BBG	wet	11	26	1996	216	125
BBG	wet	11	26	1996	216	125
BBG	wet	11	26	1996	216	125
BBG	wet	11	26	1996	216	125
BBG	wet	11	26	1996	216	125
BBG	wet	11	26	1996	277	19
BBG	wet	11	26	1996	279	125
BBG	wet	11	26	1996	341	125
BBG	wet	11	26	1996	350	125
BBG	wet	11	28	1996	216	125
BBG	wet	11	28	1996	216	125
BBG	wet	11	28	1996	216	125
BBG	wet	11	28	1996	225	27
BBG	wet	11	28	1996	276	125
BBG	wet	11	28	1996	277	27
BBG	wet	11	28	1996	277	125
BBG	wet	11	28	1996	279	125
BBG	wet	12	2	1996	184	133
BBG	wet	12	2	1996	184	133
BBG	wet	12	2	1996	184	133
BBG	wet	12	2	1996	184	133
BBG	wet	12	2	1996	184	133
BBG	wet	12	2	1996	184	133
BBG	wet	12	2	1996	184	133
BBG	wet	12	2	1996	184	133
BBG	wet	12	2	1996	184	133
BBG	wet	12	2	1996	196	125
BBG	wet	12	2	1996	212	125
BBG	wet	12	2	1996	216	125
BBG	wet	12	2	1996	216	125
BBG	wet	12	2	1996	216	125
BBG	wet	12	2	1996	216	125
BBG	wet	12	2	1996	216	125
BBG	wet	12	2	1996	216	125
BBG	wet	12	2	1996	217	125
BBG	wet	12	2	1996	217	143
BBG	wet	12	2	1996	224	125
BBG	wet	12	2	1996	250	107
BBG	wet	12	2	1996	277	125
BBG	wet	12	2	1996	296	125
BBG	wet	12	2	1996	296	133
BBG	wet	12	2	1996	341	125
BBG	wet	12	2	1996	341	125
BBG	wet	12	2	1996	346	133
BBG	wet	12	2	1996	350	133
BBG	wet	12	2	1996	352	133
BBG	wet	12	2	1996	378	107
BBG	wet	12	2	1996	378	133
BBG	wet	12	2	1996	378	143
BBG	wet	12	10	1996	190	54
BBG	wet	12	10	1996	194	54
BBG	wet	12	10	1996	195	125
BBG	wet	12	10	1996	195	125
BBG	wet	12	10	1996	195	125
BBG	wet	12	10	1996	197	125
BBG	wet	12	10	1996	197	125
BBG	wet	12	10	1996	201	125
BBG	wet	12	10	1996	202	125
BBG	wet	12	10	1996	203	125
BBG	wet	12	10	1996	203	125
BBG	wet	12	10	1996	203	125
BBG	wet	12	10	1996	203	125
BBG	wet	12	10	1996	205	125
BBG	wet	12	10	1996	208	125
BBG	wet	12	10	1996	212	125
