Season,Month,Collection Day,Year,Bee Nr,Plant Nr
dry,Aug,38,2009,6,143
dry,Aug,38,2009,6,143
dry,Aug,38,2009,6,143
dry,Aug,38,2009,6,143
dry,Aug,38,2009,6,143
dry,Aug,38,2009,6,143
dry,Aug,38,2009,6,143
dry,Aug,38,2009,6,143
dry,Aug,38,2009,6,143
dry,Aug,38,2009,73,143
dry,Aug,38,2009,16,150
dry,Aug,38,2009,66,180
dry,Aug,38,2009,36,195
dry,Aug,39,2009,16,181
dry,Aug,39,2009,6,150
dry,Aug,39,2009,91,127
dry,Aug,39,2009,6,143
dry,Aug,39,2009,6,143
dry,Aug,39,2009,6,143
dry,Aug,39,2009,6,143
dry,Aug,39,2009,6,143
dry,Aug,39,2009,6,143
dry,Aug,39,2009,6,143
dry,Aug,39,2009,6,143
dry,Aug,39,2009,6,143
dry,Aug,39,2009,6,143
dry,Aug,39,2009,6,143
dry,Aug,39,2009,6,143
dry,Aug,39,2009,6,143
dry,Aug,39,2009,6,143
dry,Aug,39,2009,6,143
dry,Aug,39,2009,6,143
dry,Aug,39,2009,6,143
dry,Aug,39,2009,6,143
dry,Aug,39,2009,6,143
dry,Aug,39,2009,65,143
dry,Aug,39,2009,69,143
dry,Aug,39,2009,91,143
dry,Aug,39,2009,91,143
dry,Aug,39,2009,91,143
dry,Aug,39,2009,91,143
dry,Aug,39,2009,91,143
dry,Aug,39,2009,91,143
dry,Aug,39,2009,6,150
dry,Aug,39,2009,6,150
dry,Aug,39,2009,6,150
dry,Aug,39,2009,6,150
dry,Aug,39,2009,6,150
dry,Aug,39,2009,69,151
dry,Aug,39,2009,16,158
dry,Aug,39,2009,6,189
dry,Aug,39,2009,6,189
dry,Aug,39,2009,6,189
dry,Aug,39,2009,6,189
dry,Aug,39,2009,6,189
dry,Aug,39,2009,6,189
dry,Aug,39,2009,6,189
dry,Aug,39,2009,6,189
dry,Aug,39,2009,6,189
dry,Aug,39,2009,6,189
dry,Aug,39,2009,6,189
dry,Sep,40,2009,91,127
dry,Sep,40,2009,90,139
dry,Sep,40,2009,91,141
dry,Sep,40,2009,6,143
dry,Sep,40,2009,6,143
dry,Sep,40,2009,6,143
dry,Sep,40,2009,6,143
dry,Sep,40,2009,6,143
dry,Sep,40,2009,6,143
dry,Sep,40,2009,6,143
dry,Sep,40,2009,6,143
dry,Sep,40,2009,6,143
dry,Sep,40,2009,6,143
dry,Sep,41,2009,6,143
dry,Sep,41,2009,6,143
dry,Sep,41,2009,6,143
dry,Sep,41,2009,6,143
dry,Sep,41,2009,6,143
dry,Sep,41,2009,6,143
dry,Sep,41,2009,6,143
dry,Sep,41,2009,6,143
dry,Sep,41,2009,65,143
dry,Sep,42,2009,75,147
dry,Sep,42,2009,6,167
dry,Sep,42,2009,6,167
dry,Sep,42,2009,23,202
wet,Oct,43,2009,6,149
wet,Oct,43,2009,6,149
wet,Oct,43,2009,16,149
wet,Oct,43,2009,16,149
wet,Oct,43,2009,31,202
wet,Oct,44,2009,16,149
wet,Oct,44,2009,56,126
wet,Oct,44,2009,91,126
wet,Oct,44,2009,16,175
wet,Oct,45,2009,6,140
wet,Oct,46,2009,91,125
