Pollinator.name,Taxa,Genus,Species,Size,SizeType,SizeUnits,Mass,MassUnits,Reference
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,2.8,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155671"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,3.1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155672"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,3.1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155673"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,2.9,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155674"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,3,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155675"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,3.1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155676"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,2.9,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155677"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,3,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155678"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,2.5,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155679"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,3,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155680"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,2.9,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155681"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,3,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155682"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,3.1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155683"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,3.2,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155684"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,2.7,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155685"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,2.8,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155686"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,2.7,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155687"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,2.9,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155688"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,2.6,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155689"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,2.7,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155690"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,2.7,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155691"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,2.8,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155692"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,2.8,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155693"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,3,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155694"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,2.9,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155695"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,2.5,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155696"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,2.8,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155697"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,2.9,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155698"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,3,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155699"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,2.6,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155700"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,2.6,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155701"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,2.9,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155702"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,2.8,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155703"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,3.1,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155704"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,3,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155705"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,3,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155706"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,2.6,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155707"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,2.6,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155708"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,2.5,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155709"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,2.5,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155710"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,2.6,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155711"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,2.7,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155712"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,3,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155713"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,2.8,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155714"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,2.6,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155715"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,2.8,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155716"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,2.8,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155717"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,2.7,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155718"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,2.9,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155719"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,2.7,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155720"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,2.9,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155721"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,2.8,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155722"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,2.7,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155723"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,2.8,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155724"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,2.5,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155725"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,2.8,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155726"
Megachile.centuncularis,Megachile centuncularis,Megachile,centuncularis,2.7,ITD,mm,,,"Oliveira, M. O., Freitas, B. M., Scheper, J., & Kleijn, D. (2016). Size and Sex-Dependent Shrinkage of Dutch Bees during One-and-a-Half Centuries of Land-Use Change. Plos One, 11(2), e0148983. http://doi.org/10.1371/journal.pone.0155727"
