,Pollinator.name,Genus,Species,SystemCode,Degree,SystemReference,Size,SizeType
343,Dilophus.caurinus,Dilophus,caurinus,otw,1,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",4.55,BL
344,Dolichopus.groenlandicus,Dolichopus,groenlandicus,tun,2,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark.",5,BL
345,Dolichovespula.arctica,Dolichovespula,arctica,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",1.5,BL
346,Dolichovespula.arenaria,Dolichovespula,arenaria,bwk,1,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",10.5,BL
347,Dolichovespula.diabolica,Dolichovespula,diabolica,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",14.25,BL
348,Drymeia.groenlandica,Drymeia,groenlandica,tun,1,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark.",3,BL
349,Echinomyia.decias,Echinomyia,decias,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",#N/A,#N/A
350,Eclimus.harrisi,Eclimus,harrisi,bwk,2,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",7.5,BL
351,Ectemnius.dilectus,Ectemnius,dilectus,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",10,BL
352,Ectemnius.montanus,Ectemnius,montanus,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",10,BL
353,Ectemnius.muricatus,Ectemnius,muricatus,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",10,BL
354,Ectemnius.sp,Ectemnius,sp,gsv,1,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",10,BL
355,Empis.livida,Empis,livida,snk,3,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",9,BL
356,Empis.livida,Empis,livida,hnk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",9,BL
357,Epalpus.rufus,Epalpus,rufus,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",11,BL
358,Epanthidium.aureocinctum,Epanthidium,aureocinctum,bbg,2,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,9,BL
359,Epanthidium.aureocinctum,Epanthidium,aureocinctum,cer,1,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,9,BL
360,Epanthidium.tigrinum,Epanthidium,tigrinum,bbg,2,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,9,BL
361,Epanthidium.tigrinum,Epanthidium,tigrinum,cer,4,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,9,BL
362,Epeolus.helianthi,Epeolus,helianthi,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",10.25,BL
363,Ephemerella.sp,Ephemerella,sp,bwk,1,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",10,BL
364,Epicharis.affinis,Epicharis,affinis,bbg,1,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,20,BL
365,Epicharis.albofasciata,Epicharis,albofasciata,bbg,1,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,20,BL
366,Epicharis.analis,Epicharis,analis,bbg,3,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,20,BL
367,Epicharis.analis,Epicharis,analis,cer,6,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,20,BL
368,Epicharis.bicolor,Epicharis,bicolor,bbg,1,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,20,BL
369,Epicharis.bicolor,Epicharis,bicolor,cer,6,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,20,BL
370,Epicharis.cockerelli,Epicharis,cockerelli,bbg,6,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,20,BL
371,Epicharis.cockerelli,Epicharis,cockerelli,cer,6,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,20,BL
372,Epicharis.flava,Epicharis,flava,bbg,6,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,20,BL
373,Epicharis.flava,Epicharis,flava,cer,3,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,20,BL
374,Epicharis.iheringii,Epicharis,iheringii,bbg,10,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,20,BL
375,Epicharis.iheringii,Epicharis,iheringii,cer,7,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,20,BL
376,Epicharis.morio,Epicharis,morio,cer,7,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,20,BL
377,Epicharis.picta,Epicharis,picta,cer,1,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,20,BL
378,Epicharis.sp,Epicharis,sp,pqn,4,"Bezerra ELS, Machado ICS, Mello MAR. 2009. Pollination networks of oil-flowers: a tiny world within the smallest of all worlds. Journal of Animal Ecology 78:1096_†_1101.",20,BL
379,Epicharis.sp,Epicharis,sp,bbg,12,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,20,BL
380,Epicharis.xanthogastra,Epicharis,xanthogastra,bbg,1,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,20,BL
381,Epicharis.xanthogastra,Epicharis,xanthogastra,cer,1,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,20,BL
382,Episyrphus.balteatus,Episyrphus,balteatus,snk,5,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",3,HW
383,Erebia.epipsodea,Erebia,epipsodea,ppc,4,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",46.5,WS
384,Eremomyioides.setosa,Eremomyioides,setosa,bwk,1,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",8,BL
385,Eriothrix.rufomaculatus,Eriothrix,rufomaculatus,hnk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",7.5,BL
386,Eriothrix.rufomaculatus,Eriothrix,rufomaculatus,snk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",7.5,BL
387,Eristalinus.sepulchralis,Eristalinus,sepulchralis,hnk,4,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",16,BL
388,Eristalis.arbustorum,Eristalis,arbustorum,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",10.5,BL
389,Eristalis.dimidiata,Eristalis,dimidiata,otw,4,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",13.5,BL
390,Eristalis.dimidiatus,Eristalis,dimidiatus,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",12,BL
391,Eristalis.dimidiatus,Eristalis,dimidiatus,bfi,2,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",12,BL
392,Eristalis.flavipes,Eristalis,flavipes,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",10,BL
393,Eristalis.hirta,Eristalis,hirta,ppc,3,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",10,BL
394,Eristalis.intricarius,Eristalis,intricarius,hnk,4,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",12,BL
395,Eristalis.intricarius,Eristalis,intricarius,snk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",12,BL
396,Eristalis.latifrons,Eristalis,latifrons,ppc,3,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",12,BL
397,Eristalis.meigeni,Eristalis,meigeni,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",12,BL
398,Eristalis.nemorum,Eristalis,nemorum,hnk,2,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",12,BL
399,Eristalis.nemorum,Eristalis,nemorum,snk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",12,BL
400,Eristalis.pertinax,Eristalis,pertinax,hnk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",15,BL
401,Eristalis.tenax,Eristalis,tenax,hnk,2,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",15,BL
402,Eristalis.tenax,Eristalis,tenax,snk,3,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",15,BL
403,Eristalis.tenax,Eristalis,tenax,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",15,BL
404,Erizoa.olivalis,Erizoa,olivalis,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",#N/A,#N/A
405,Erynnis.leonardus,Erynnis,leonardus,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",#N/A,#N/A
406,Erynnis.martialis,Erynnis,martialis,ppc,8,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",35.5,WS
407,Erynnis.propertius,Erynnis,propertius,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",40,WS
408,Euchlo.creusa,Euchlo,creusa,nca,2,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",30,WS
409,Eudasyphora.cyanicolor,Eudasyphora,cyanicolor,bwk,1,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",6,BL
410,Eufriesea.violacens,Eufriesea,violacens,cer,6,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,20,BL
411,Euglossa.cordata,Euglossa,cordata,bbg,1,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,14,BL
412,Euglossa.cordata,Euglossa,cordata,gsv,2,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",14,BL
413,Euglossa.imperialis,Euglossa,imperialis,bbg,2,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,15.3,BL
414,Euglossa.melanotricha,Euglossa,melanotricha,bbg,5,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,14,BL
415,Euglossa.melanotricha,Euglossa,melanotricha,cer,3,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,14,BL
416,Euglossa.sp,Euglossa,sp,bbg,3,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,14,BL
417,Euglossa.sp,Euglossa,sp,cer,3,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,14,BL
418,Euglossa.viridis,Euglossa,viridis,bbg,2,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,14,BL
419,Euhibus.sp,Euhibus,sp,gsv,1,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",#N/A,#N/A
420,Eulaema.nigrita,Eulaema,nigrita,cer,4,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.9,ITD
421,Eulaema.nigrita,Eulaema,nigrita,bbg,1,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.9,ITD
422,Eulaema.nigrita,Eulaema,nigrita,gsv,1,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",7.9,ITD
423,Eumenes.sp,Eumenes,sp,gsv,2,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",15.5,BL
424,Euodynerus.annulatus,Euodynerus,annulatus,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",13,BL
425,Eupeodes.americanus,Eupeodes,americanus,ppc,9,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",10.5,BL
426,Eupeodes.curtus,Eupeodes,curtus,tun,6,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark.",10,BL
427,Eupeodes.luniger,Eupeodes,luniger,tun,6,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark.",2.9,HW
428,Eupetomena.macroura,Eupetomena,macroura,hum,1,"Vizentin-Bugoni, J., P. K. Maruyama, V. J. Debastiani, L. S. Duarte, B. Dalsgaard & M. Sazima (2016). Influences of sampling effort on detected patterns and structuring processes of a Neotropical plant-hummingbird network. Journal of Animal Ecology 85: 262-272.",160,BL
429,Euphilotes.battoides,Euphilotes,battoides,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",16.5,WS
430,Eupithecia.pusillata,Eupithecia,pusillata,tun,3,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark.",19,WS
431,Eupyses.vestris,Eupyses,vestris,bwk,1,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",32,WS
432,Eurema.nise,Eurema,nise,gsv,2,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",40,WS
433,Eurois.occulta,Eurois,occulta,tun,1,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark.",55,WS
434,Eusphalerum.convexum,Eusphalerum,convexum,bwk,2,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",2.3,BL
435,Eusphalerum.phothos,Eusphalerum,phothos,bwk,3,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",2.4,BL
436,Eusphalerum.sp,Eusphalerum,sp,bwk,5,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",2.8,BL
437,Evodinus.monticola,Evodinus,monticola,bwk,1,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",8,BL
