Pollinator.name,Taxa,Genus,Species,PlantName,Interactions,SystemCode,Season,Day,Month,Year,SystemLocation,Reference
Oxaea.flavescens,Oxaea flavescens,Oxaea,flavescens,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Paratetrapedia.sp,Paratetrapedia sp,Paratetrapedia,sp,Tibouchina stenocarpa,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Paratrigona.lineata,Paratrigona lineata,Paratrigona,lineata,Tibouchina stenocarpa,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Plebeia.sp,Plebeia sp,Plebeia,sp,Tibouchina stenocarpa,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Trigona.sp,Trigona sp,Trigona,sp,Mimosa radula,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Trigona.sp,Trigona sp,Trigona,sp,Tibouchina stenocarpa,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Trigona.sp,Trigona sp,Trigona,sp,Tocoyena formosa,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Augochloropsis.sp,Augochloropsis sp,Augochloropsis,sp,Lippia lupulina,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Augochloropsis.sp,Augochloropsis sp,Augochloropsis,sp,Lippia lupulina,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Augochloropsis.sp,Augochloropsis sp,Augochloropsis,sp,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Augochloropsis.sp,Augochloropsis sp,Augochloropsis,sp,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Augochloropsis.sp,Augochloropsis sp,Augochloropsis,sp,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Augochloropsis.sp,Augochloropsis sp,Augochloropsis,sp,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Augochloropsis.sp,Augochloropsis sp,Augochloropsis,sp,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Augochloropsis.sp,Augochloropsis sp,Augochloropsis,sp,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Augochloropsis.sp,Augochloropsis sp,Augochloropsis,sp,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Augochloropsis.sp,Augochloropsis sp,Augochloropsis,sp,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Augochloropsis.sp,Augochloropsis sp,Augochloropsis,sp,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Augochloropsis.sp,Augochloropsis sp,Augochloropsis,sp,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Augochloropsis.sp,Augochloropsis sp,Augochloropsis,sp,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Augochloropsis.sp,Augochloropsis sp,Augochloropsis,sp,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Augochloropsis.sp,Augochloropsis sp,Augochloropsis,sp,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Augochloropsis.sp,Augochloropsis sp,Augochloropsis,sp,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Augochloropsis.sp,Augochloropsis sp,Augochloropsis,sp,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Augochloropsis.sp,Augochloropsis sp,Augochloropsis,sp,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Augochloropsis.sp,Augochloropsis sp,Augochloropsis,sp,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Augochloropsis.sp,Augochloropsis sp,Augochloropsis,sp,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Augochloropsis.sp,Augochloropsis sp,Augochloropsis,sp,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Augochloropsis.sp,Augochloropsis sp,Augochloropsis,sp,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Augochloropsis.sp,Augochloropsis sp,Augochloropsis,sp,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Augochloropsis.sp,Augochloropsis sp,Augochloropsis,sp,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Centris.nitens,Centris nitens,Centris,nitens,Byrsonima intermedia,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Ceratina.asuncionis,Ceratina asuncionis,Ceratina,asuncionis,Eugenia complicata,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Ceratina.sp,Ceratina sp,Ceratina,sp,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Ceratina.maculifrons,Ceratina maculifrons,Ceratina,maculifrons,Calliandra dysantha,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Ceratina.sp,Ceratina sp,Ceratina,sp,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Ceratina.sp,Ceratina sp,Ceratina,sp,Hyptis desertorum,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Ceratina.sp,Ceratina sp,Ceratina,sp,Hyptis lythroides,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Epicharis.sp,Epicharis sp,Epicharis,sp,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Euglossa.melanotricha,Euglossa melanotricha,Euglossa,melanotricha,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Euglossa.melanotricha,Euglossa melanotricha,Euglossa,melanotricha,Lessingianthus compactiflorus,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Exomalopsis.analis,Exomalopsis analis,Exomalopsis,analis,Peltaea macedoi,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Exomalopsis.analis,Exomalopsis analis,Exomalopsis,analis,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Exomalopsis.auropilosa,Exomalopsis auropilosa,Exomalopsis,auropilosa,Eugenia complicata,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Exomalopsis.auropilosa,Exomalopsis auropilosa,Exomalopsis,auropilosa,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Exomalopsis.auropilosa,Exomalopsis auropilosa,Exomalopsis,auropilosa,Lepidaploa aurea,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Exomalopsis.campestris,Exomalopsis campestris,Exomalopsis,campestris,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Megachile.brethesi,Megachile brethesi,Megachile,brethesi,Hyptis desertorum,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Megachile.sp,Megachile sp,Megachile,sp,Lepidaploa aurea,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Melitoma.segmentaria,Melitoma segmentaria,Melitoma,segmentaria,Hyptis lythroides,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Oxaea.flavescens,Oxaea flavescens,Oxaea,flavescens,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Oxaea.flavescens,Oxaea flavescens,Oxaea,flavescens,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Paratetrapedia.sp,Paratetrapedia sp,Paratetrapedia,sp,Deianira chiquitana,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Paratetrapedia.sp,Paratetrapedia sp,Paratetrapedia,sp,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Paratetrapedia.sp,Paratetrapedia sp,Paratetrapedia,sp,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Paratrigona.lineata,Paratrigona lineata,Paratrigona,lineata,Peltaea macedoi,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Paratrigona.lineata,Paratrigona lineata,Paratrigona,lineata,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Pseudaugochlora.graminea,Pseudaugochlora graminea,Pseudaugochlora,graminea,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Pseudaugochlora.sp,Pseudaugochlora sp,Pseudaugochlora,sp,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Tetragona.clavipes,Tetragona clavipes,Tetragona,clavipes,Hyptis desertorum,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Tetragona.clavipes,Tetragona clavipes,Tetragona,clavipes,Chamaecrista sp.,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Trigona.branneri,Trigona branneri,Trigona,branneri,Stylosanthes capitata,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Trigona.sp,Trigona sp,Trigona,sp,Hyptis lythroides,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Trigona.sp,Trigona sp,Trigona,sp,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Xylocopa.hirsutissima,Xylocopa hirsutissima,Xylocopa,hirsutissima,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Xylocopa.vestita,Xylocopa vestita,Xylocopa,vestita,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Xylocopa.vestita,Xylocopa vestita,Xylocopa,vestita,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Centris.analis,Centris analis,Centris,analis,Matayba guianensis,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Epicharis.iheringii,Epicharis iheringii,Epicharis,iheringii,Matayba guianensis,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Epicharis.iheringii,Epicharis iheringii,Epicharis,iheringii,Matayba guianensis,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Epicharis.sp,Epicharis sp,Epicharis,sp,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Euglossa.viridis,Euglossa viridis,Euglossa,viridis,Tocoyena formosa,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Exomalopsis.analis,Exomalopsis analis,Exomalopsis,analis,Tocoyena formosa,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Megachile.sp,Megachile sp,Megachile,sp,Tibouchina stenocarpa,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Megachile.laeta,Megachile laeta,Megachile,laeta,Tibouchina stenocarpa,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Trigona.sp,Trigona sp,Trigona,sp,Matayba guianensis,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Augochloropsis.sp,Augochloropsis sp,Augochloropsis,sp,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Augochloropsis.sp,Augochloropsis sp,Augochloropsis,sp,Qualea multiflora,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Augochloropsis.sp,Augochloropsis sp,Augochloropsis,sp,Turnera oblongifolia,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Bombus.morio,Bombus morio,Bombus,morio,Tocoyena formosa,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Bombus.morio,Bombus morio,Bombus,morio,Vernonia rubriramea,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Bombus.morio,Bombus morio,Bombus,morio,Turnera oblongifolia,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Ceratina.sp,Ceratina sp,Ceratina,sp,Tibouchina stenocarpa,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Ceratina.gossypii,Ceratina gossypii,Ceratina,gossypii,Mimosa radula,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Ceratina.sp,Ceratina sp,Ceratina,sp,Mimosa radula,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Epicharis.analis,Epicharis analis,Epicharis,analis,Qualea multiflora,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Epicharis.cockerelli,Epicharis cockerelli,Epicharis,cockerelli,Qualea multiflora,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Epicharis.cockerelli,Epicharis cockerelli,Epicharis,cockerelli,Qualea multiflora,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Epicharis.cockerelli,Epicharis cockerelli,Epicharis,cockerelli,Qualea multiflora,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Epicharis.cockerelli,Epicharis cockerelli,Epicharis,cockerelli,Qualea multiflora,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Epicharis.cockerelli,Epicharis cockerelli,Epicharis,cockerelli,Qualea multiflora,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Epicharis.flava,Epicharis flava,Epicharis,flava,Qualea multiflora,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Epicharis.sp,Epicharis sp,Epicharis,sp,Qualea multiflora,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Exomalopsis.auropilosa,Exomalopsis auropilosa,Exomalopsis,auropilosa,Vernonia rubriramea,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Megachile.curvipes,Megachile curvipes,Megachile,curvipes,Turnera oblongifolia,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Melipona.quinquefasciata,Melipona quinquefasciata,Melipona,quinquefasciata,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Melipona.quinquefasciata,Melipona quinquefasciata,Melipona,quinquefasciata,Tibouchina stenocarpa,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Melipona.quinquefasciata,Melipona quinquefasciata,Melipona,quinquefasciata,Tocoyena formosa,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Oxaea.flavescens,Oxaea flavescens,Oxaea,flavescens,Vernonia rubriramea,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Oxaea.flavescens,Oxaea flavescens,Oxaea,flavescens,Vernonia rubriramea,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Paratetrapedia.sp,Paratetrapedia sp,Paratetrapedia,sp,Qualea multiflora,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Paratetrapedia.sp,Paratetrapedia sp,Paratetrapedia,sp,Qualea multiflora,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Paratetrapedia.sp,Paratetrapedia sp,Paratetrapedia,sp,Qualea multiflora,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Pseudaugochlora.graminea,Pseudaugochlora graminea,Pseudaugochlora,graminea,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Tetragona.clavipes,Tetragona clavipes,Tetragona,clavipes,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Tetragona.clavipes,Tetragona clavipes,Tetragona,clavipes,Palicourea rigida,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Xylocopa.subcyanea,Xylocopa subcyanea,Xylocopa,subcyanea,Vernonia rubriramea,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Augochloropsis.sp,Augochloropsis sp,Augochloropsis,sp,Lepidaploa aurea,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Augochloropsis.sp,Augochloropsis sp,Augochloropsis,sp,Turnera longiflora,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Augochloropsis.sp,Augochloropsis sp,Augochloropsis,sp,Lepidaploa aurea,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Bombus.atratus,Bombus atratus,Bombus,atratus,Psittacanthus robustus,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Ceratina.maculifrons,Ceratina maculifrons,Ceratina,maculifrons,Mimosa radula,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Exomalopsis.analis,Exomalopsis analis,Exomalopsis,analis,Ipomoea argentea,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Oxaea.flavescens,Oxaea flavescens,Oxaea,flavescens,Lessingianthus compactiflorus,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Oxaea.flavescens,Oxaea flavescens,Oxaea,flavescens,Psittacanthus robustus,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Augochloropsis.sp,Augochloropsis sp,Augochloropsis,sp,Turnera longiflora,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Augochloropsis.sp,Augochloropsis sp,Augochloropsis,sp,Turnera longiflora,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Augochloropsis.sp,Augochloropsis sp,Augochloropsis,sp,Turnera longiflora,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Augochloropsis.sp,Augochloropsis sp,Augochloropsis,sp,Turnera longiflora,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Augochloropsis.sp,Augochloropsis sp,Augochloropsis,sp,Turnera longiflora,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Augochloropsis.sp,Augochloropsis sp,Augochloropsis,sp,Turnera longiflora,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Tetragona.clavipes,Tetragona clavipes,Tetragona,clavipes,Ipomoea argentea,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Ceratina.asuncionis,Ceratina asuncionis,Ceratina,asuncionis,Kielmeyera abdita,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
