Pollinator.name,Taxa,Genus,Species,PlantName,Interactions,SystemCode,Season,Day,Month,Year,SystemLocation,Reference
Augochloropsis.sp,Augochloropsis sp,Augochloropsis,sp,Solanum paniculatum,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Bombus.atratus,Bombus atratus,Bombus,atratus,Eriosema glabrum,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Centris.sp,Centris sp,Centris,sp,Solanum paniculatum,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Centris.sp,Centris sp,Centris,sp,Solanum paniculatum,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Centris.sp,Centris sp,Centris,sp,Lessingianthus compactiflorus,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Ceratina.sp,Ceratina sp,Ceratina,sp,Ipomoea squamisepala,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Lasioglossum.sp,Lasioglossum sp,Lasioglossum,sp,Ipomoea procumbens,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Epanthidium.aureocinctum,Epanthidium aureocinctum,Epanthidium,aureocinctum,Solanum paniculatum,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Exomalopsis.analis,Exomalopsis analis,Exomalopsis,analis,Peixotoa cordistipula,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Exomalopsis.analis,Exomalopsis analis,Exomalopsis,analis,Peixotoa cordistipula,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Exomalopsis.campestris,Exomalopsis campestris,Exomalopsis,campestris,Peixotoa cordistipula,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Exomalopsis.campestris,Exomalopsis campestris,Exomalopsis,campestris,Tabebuia caraiba,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Exomalopsis.campestris,Exomalopsis campestris,Exomalopsis,campestris,Solanum paniculatum,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Exomalopsis.sp,Exomalopsis sp,Exomalopsis,sp,Peixotoa cordistipula,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Melitoma.sp,Melitoma sp,Melitoma,sp,Ipomoea squamisepala,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Monoeca.sp,Monoeca sp,Monoeca,sp,Solanum paniculatum,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Monoeca.sp,Monoeca sp,Monoeca,sp,Rhynchanthera grandiflora,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Oxaea.flavescens,Oxaea flavescens,Oxaea,flavescens,Miconia fallax,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Oxaea.flavescens,Oxaea flavescens,Oxaea,flavescens,Lessingianthus durus,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Oxaea.flavescens,Oxaea flavescens,Oxaea,flavescens,Lessingianthus durus,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Oxaea.flavescens,Oxaea flavescens,Oxaea,flavescens,Lessingianthus durus,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Paratrigona.lineata,Paratrigona lineata,Paratrigona,lineata,Senna rugosa,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Paratrigona.lineata,Paratrigona lineata,Paratrigona,lineata,Miconia burchelli,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Paratrigona.lineata,Paratrigona lineata,Paratrigona,lineata,Miconia burchelli,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Paratrigona.lineata,Paratrigona lineata,Paratrigona,lineata,Miconia burchelli,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Paratrigona.lineata,Paratrigona lineata,Paratrigona,lineata,Ruellia incompta,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Paratrigona.lineata,Paratrigona lineata,Paratrigona,lineata,Ruellia incompta,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Paratrigona.lineata,Paratrigona lineata,Paratrigona,lineata,Lippia rotundifolia,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Partamona.cupira,Partamona cupira,Partamona,cupira,Microlicia loricata,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Scaptotrigona.postica,Scaptotrigona postica,Scaptotrigona,postica,Ipomoea campestris,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Scaptotrigona.postica,Scaptotrigona postica,Scaptotrigona,postica,Ipomoea campestris,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Scaptotrigona.postica,Scaptotrigona postica,Scaptotrigona,postica,Ipomoea campestris,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Tetragona.clavipes,Tetragona clavipes,Tetragona,clavipes,Ipomoea squamisepala,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Tetragona.clavipes,Tetragona clavipes,Tetragona,clavipes,Miconia burchelli,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Trigona.spinipes,Trigona spinipes,Trigona,spinipes,Sabicea brasiliensis,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Trigona.sp,Trigona sp,Trigona,sp,Ipomoea campestris,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Trigona.sp,Trigona sp,Trigona,sp,Pterandra pyroidea,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Trigona.sp,Trigona sp,Trigona,sp,Pterandra pyroidea,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Trigona.sp,Trigona sp,Trigona,sp,Sabicea brasiliensis,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Trigona.sp,Trigona sp,Trigona,sp,Sabicea brasiliensis,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Trigona.sp,Trigona sp,Trigona,sp,Sabicea brasiliensis,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Trigona.sp,Trigona sp,Trigona,sp,Sabicea brasiliensis,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Trigona.sp,Trigona sp,Trigona,sp,Sabicea brasiliensis,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Trigona.sp,Trigona sp,Trigona,sp,Sabicea brasiliensis,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Trigona.sp,Trigona sp,Trigona,sp,Sabicea brasiliensis,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Trigona.sp,Trigona sp,Trigona,sp,Sabicea brasiliensis,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Trigona.sp,Trigona sp,Trigona,sp,Sabicea brasiliensis,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Trigona.sp,Trigona sp,Trigona,sp,Sabicea brasiliensis,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Trigona.sp,Trigona sp,Trigona,sp,Sabicea brasiliensis,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Trigona.sp,Trigona sp,Trigona,sp,Sabicea brasiliensis,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Trigona.sp,Trigona sp,Trigona,sp,Lessingianthus durus,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Xylocopa.vestita,Xylocopa vestita,Xylocopa,vestita,Eriosema glabrum,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Bombus.atratus,Bombus atratus,Bombus,atratus,Lessingianthus durus,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Exomalopsis.analis,Exomalopsis analis,Exomalopsis,analis,Lepidaploa aurea,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Gaesischia.belophora,Gaesischia belophora,Gaesischia,belophora,Lepidaploa aurea,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Lithurgus.sp,Lithurgus sp,Lithurgus,sp,Stryphnodendron adstringens,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Melipona.quinquefasciata,Melipona quinquefasciata,Melipona,quinquefasciata,Miconia fallax,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Paratrigona.lineata,Paratrigona lineata,Paratrigona,lineata,Rhynchanthera grandiflora,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Tetragona.clavipes,Tetragona clavipes,Tetragona,clavipes,Rhynchanthera grandiflora,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Trigona.sp,Trigona sp,Trigona,sp,Lepidaploa aurea,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Bombus.atratus,Bombus atratus,Bombus,atratus,Lessingianthus durus,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Dasyhalonia.sp,Dasyhalonia sp,Dasyhalonia,sp,Lepidaploa aurea,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Gaesischia.belophora,Gaesischia belophora,Gaesischia,belophora,Qualea grandiflora,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Megachile.sp,Megachile sp,Megachile,sp,Lepidaploa aurea,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Melissoptila.richardiae,Melissoptila richardiae,Melissoptila,richardiae,Lepidaploa aurea,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Melissoptila.richardiae,Melissoptila richardiae,Melissoptila,richardiae,Lepidaploa aurea,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Melissoptila.richardiae,Melissoptila richardiae,Melissoptila,richardiae,Lepidaploa aurea,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Tetragona.clavipes,Tetragona clavipes,Tetragona,clavipes,Stryphnodendron adstringens,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Tetragona.clavipes,Tetragona clavipes,Tetragona,clavipes,Qualea grandiflora,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Tetragona.clavipes,Tetragona clavipes,Tetragona,clavipes,Qualea grandiflora,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Bombus.atratus,Bombus atratus,Bombus,atratus,Lepidaploa remotiflora,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Bombus.atratus,Bombus atratus,Bombus,atratus,Lepidaploa remotiflora,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Bombus.atratus,Bombus atratus,Bombus,atratus,Lepidaploa remotiflora,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Bombus.atratus,Bombus atratus,Bombus,atratus,Lessingianthus durus,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Bombus.morio,Bombus morio,Bombus,morio,Lepidaploa remotiflora,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Bombus.morio,Bombus morio,Bombus,morio,Lepidaploa remotiflora,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Bombus.morio,Bombus morio,Bombus,morio,Lepidaploa remotiflora,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Bombus.morio,Bombus morio,Bombus,morio,Lessingianthus durus,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Ceratina.sp,Ceratina sp,Ceratina,sp,Lepidaploa remotiflora,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Lasioglossum.sp,Lasioglossum sp,Lasioglossum,sp,Lepidaploa remotiflora,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Exomalopsis.campestris,Exomalopsis campestris,Exomalopsis,campestris,Lepidaploa aurea,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Gaesischia.belophora,Gaesischia belophora,Gaesischia,belophora,Lepidaploa remotiflora,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Gaesischia.belophora,Gaesischia belophora,Gaesischia,belophora,Lepidaploa remotiflora,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Melipona.quinquefasciata,Melipona quinquefasciata,Melipona,quinquefasciata,Rhynchospora elatior,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Melipona.quinquefasciata,Melipona quinquefasciata,Melipona,quinquefasciata,Rhynchospora elatior,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Melipona.quinquefasciata,Melipona quinquefasciata,Melipona,quinquefasciata,Ruellia incompta,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Monoeca.sp,Monoeca sp,Monoeca,sp,Rhynchanthera grandiflora,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Paratrigona.lineata,Paratrigona lineata,Paratrigona,lineata,Rhynchospora elatior,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Paratrigona.lineata,Paratrigona lineata,Paratrigona,lineata,Solanum lycocarpum,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Paratrigona.lineata,Paratrigona lineata,Paratrigona,lineata,Ruellia incompta,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Paratrigona.lineata,Paratrigona lineata,Paratrigona,lineata,Lepidaploa remotiflora,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Paratrigona.lineata,Paratrigona lineata,Paratrigona,lineata,Lepidaploa remotiflora,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Paratrigona.lineata,Paratrigona lineata,Paratrigona,lineata,Lepidaploa remotiflora,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Partamona.cupira,Partamona cupira,Partamona,cupira,Lepidaploa aurea,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Pseudaugochlora.sp,Pseudaugochlora sp,Pseudaugochlora,sp,Lepidaploa aurea,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Lasioglossum.rostratus,Lasioglossum rostratus,Lasioglossum,rostratus,Eriosema glabrum,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Scaptotrigona.postica,Scaptotrigona postica,Scaptotrigona,postica,Rhynchospora elatior,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Scaptotrigona.postica,Scaptotrigona postica,Scaptotrigona,postica,Rhynchospora elatior,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Scaptotrigona.postica,Scaptotrigona postica,Scaptotrigona,postica,Solanum lycocarpum,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Tetragona.clavipes,Tetragona clavipes,Tetragona,clavipes,Solanum lycocarpum,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Trigona.sp,Trigona sp,Trigona,sp,Rhynchospora elatior,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Trigona.sp,Trigona sp,Trigona,sp,Pterandra pyroidea,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Trigona.sp,Trigona sp,Trigona,sp,Solanum lycocarpum,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Trigona.sp,Trigona sp,Trigona,sp,Solanum lycocarpum,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Trigona.sp,Trigona sp,Trigona,sp,Solanum lycocarpum,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Trigona.sp,Trigona sp,Trigona,sp,Pterodon emarginatus,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Trigona.sp,Trigona sp,Trigona,sp,Lessingianthus durus,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Trigona.sp,Trigona sp,Trigona,sp,Lepidaploa aurea,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Xylocopa.hirsutissima,Xylocopa hirsutissima,Xylocopa,hirsutissima,Lessingianthus durus,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Bombus.morio,Bombus morio,Bombus,morio,Pterandra pyroidea,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Bombus.morio,Bombus morio,Bombus,morio,Vernonia rubriramea,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Bombus.morio,Bombus morio,Bombus,morio,Lessingianthus durus,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Ceratina.sp,Ceratina sp,Ceratina,sp,Solanum paniculatum,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Ceratina.maculifrons,Ceratina maculifrons,Ceratina,maculifrons,Ipomoea squamisepala,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Ceratina.maculifrons,Ceratina maculifrons,Ceratina,maculifrons,Ouratea hexasperma,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Ceratina.maculifrons,Ceratina maculifrons,Ceratina,maculifrons,Ouratea hexasperma,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Gaesischia.belophora,Gaesischia belophora,Gaesischia,belophora,Pterodon emarginatus,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Gaesischia.belophora,Gaesischia belophora,Gaesischia,belophora,Ouratea hexasperma,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Gaesischia.belophora,Gaesischia belophora,Gaesischia,belophora,Ouratea hexasperma,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Megachile.rubricata,Megachile rubricata,Megachile,rubricata,Lepidaploa aurea,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Melipona.quinquefasciata,Melipona quinquefasciata,Melipona,quinquefasciata,Ruellia incompta,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Melissoptila.richardiae,Melissoptila richardiae,Melissoptila,richardiae,Lepidaploa aurea,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Melitoma.sp,Melitoma sp,Melitoma,sp,Stryphnodendron adstringens,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
Paratrigona.lineata,Paratrigona lineata,Paratrigona,lineata,Rhynchospora elatior,1,bbg,,,,,Brasilia Botanical Garden,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. 
